20190504,黄浦,蓬莱公园,黄浦新苑(公寓),92094元/m2,22套在售二手房
20190504,黄浦,蓬莱公园,独立时代,44324元/m2,9套在售二手房
20190504,黄浦,蓬莱公园,德昌公寓,82923元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,东鼎大厦,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,东吴证券大厦,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路1034弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路111弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,制造局路434弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路20号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路428弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路511号-527弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,保屯路26号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路359号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路718号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路420号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路403号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路383号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西路192号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路678号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路716号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,制造局路361号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,制造局路611号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,制造局路85号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,南车站路69号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,南车站路308号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路237号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路80号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路1298号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路1018弄9号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路766-768号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路676-678号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路698号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西路194号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西路188号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1134号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1413号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1280号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1117号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1190号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1113号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西凌家宅路120号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,西凌家宅路111号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路277号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路303号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路313号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路305号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,斜土东路33、35号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,斜土东路191号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,斜土东路33号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,斜土东路198号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,斜土东路269号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路393号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,国货路531号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,海潮路104-108号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,海潮路162号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,国货路341号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,华府天地睿园(商铺),暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西支路107号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,海潮路156号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,南车站路90号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路425号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西支路9号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路65号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,微宁路361号,暂无,0套在售二手房
