20190504,黄浦,蓬莱公园,黄浦新苑(公寓),92094元/m2,22套在售二手房
20190504,黄浦,蓬莱公园,中福花苑,90285元/m2,38套在售二手房
20190504,黄浦,蓬莱公园,西凌新邨,73847元/m2,62套在售二手房
20190504,黄浦,蓬莱公园,锦凯华苑,84102元/m2,5套在售二手房
20190504,黄浦,蓬莱公园,海洲丽园,88889元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,黄浦丽园,102901元/m2,7套在售二手房
20190504,黄浦,蓬莱公园,同济蓬莱家园,86055元/m2,9套在售二手房
20190504,黄浦,蓬莱公园,绿地海珀黄浦,135378元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,金日世家,83291元/m2,9套在售二手房
20190504,黄浦,蓬莱公园,南浦公寓,76006元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,锦绣家园,79935元/m2,7套在售二手房
20190504,黄浦,蓬莱公园,中福浦江汇,112353元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,黄浦华庭,93848元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,海洲国际华园,81573元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,南陆大厦,79017元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,明珠家园(黄浦),85215元/m2,5套在售二手房
20190504,黄浦,蓬莱公园,黄浦逸城,93066元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,冠浦花园,61461元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,东元坊,102278元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,银南大厦,81581元/m2,12套在售二手房
20190504,黄浦,蓬莱公园,百花公寓,75758元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,恒升大厦,80725元/m2,9套在售二手房
20190504,黄浦,蓬莱公园,新中苑,77674元/m2,11套在售二手房
20190504,黄浦,蓬莱公园,百汇公寓,67826元/m2,3套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1421弄,75991元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,车站支路99弄,81776元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,华浩苑,81286元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,海潮新村,79460元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,南国大厦,71986元/m2,3套在售二手房
20190504,黄浦,蓬莱公园,海潮公寓,81178元/m2,5套在售二手房
20190504,黄浦,蓬莱公园,豫欣公寓,77809元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路566弄,71429元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,车站支路30-40号,87983元/m2,3套在售二手房
20190504,黄浦,蓬莱公园,绿叶公寓,88235元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,丽园公寓,74688元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,惠国公寓,89753元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,东物公寓,75145元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,金汇园,87693元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路115-131号,64521元/m2,6套在售二手房
20190504,黄浦,蓬莱公园,普育西路110号,72826元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,徽宁路144-164号,73375元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,海潮路240弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路367号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路702号,30433元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路4-10号,87209元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路501弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路1256弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西路112弄1号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育东路65弄,82356元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,瞿溪路129弄,47649元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1135弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,永明大厦,73885元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,协作大厦,17529元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路90号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,城信大厦,63336元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路43弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,斜土东路197号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路528号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路68号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路363号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,南车站路149弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路490弄3号,暂无,1套在售二手房
20190504,黄浦,蓬莱公园,西藏南路1207弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,车站东路191-195号,77778元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,凌北公寓,70552元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,新地大厦,80977元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,徽宁路405号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路1018弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,丽园路239号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,普育西路46-54号,63554元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,西凌家宅路135号,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,东方苑,69662元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,普育东路24-36号,78111元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,南车站路192弄,80143元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,丽南公寓,70411元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,雅士公寓,81681元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,国货路374-378号,78292元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,南车站路67弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,黄浦新苑(办公楼),暂无,0套在售二手房
20190504,黄浦,蓬莱公园,天柱山路17弄,76607元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,陆家浜路1382弄,84233元/m2,7套在售二手房
20190504,黄浦,蓬莱公园,南车站路30弄,暂无,0套在售二手房
20190504,黄浦,蓬莱公园,华府天地睿园,126810元/m2,0套在售二手房
20190504,黄浦,蓬莱公园,海潮路256弄,77128元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,制造局路507-529号,72188元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,海潮路230弄,84904元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,海南西弄,86142元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,华教大厦,63112元/m2,3套在售二手房
20190504,黄浦,蓬莱公园,普育小区,83327元/m2,3套在售二手房
20190504,黄浦,蓬莱公园,制造局路507-529号,72188元/m2,1套在售二手房
20190504,黄浦,蓬莱公园,华教大厦,63112元/m2,3套在售二手房
20190504,黄浦,蓬莱公园,瞿二小区,68667元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,仁宝公寓,79442元/m2,5套在售二手房
20190504,黄浦,蓬莱公园,保屯路50弄,79970元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,天柱山路小区,72595元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,富南大厦,67449元/m2,2套在售二手房
20190504,黄浦,蓬莱公园,豫景公寓,78682元/m2,4套在售二手房
20190504,黄浦,蓬莱公园,北方花苑,79727元/m2,3套在售二手房
