20190504,静安,南京西路,国际丽都城,122660元/m2,34套在售二手房
20190504,静安,南京西路,中凯城市之光(静安),119883元/m2,35套在售二手房
20190504,静安,南京西路,骏豪国际,75602元/m2,32套在售二手房
20190504,静安,南京西路,上海壹街区,101181元/m2,16套在售二手房
20190504,静安,南京西路,静安紫苑,83177元/m2,22套在售二手房
20190504,静安,南京西路,远中风华园(公寓),123240元/m2,24套在售二手房
20190504,静安,南京西路,南阳小区,91810元/m2,9套在售二手房
20190504,静安,南京西路,新福康里(公寓),98222元/m2,20套在售二手房
20190504,静安,南京西路,远中风华园(别墅),暂无,3套在售二手房
20190504,静安,南京西路,静安四季苑,126827元/m2,10套在售二手房
20190504,静安,南京西路,北京西路1400弄,54842元/m2,1套在售二手房
20190504,静安,南京西路,海关二村,87441元/m2,10套在售二手房
20190504,静安,南京西路,润康邨,87486元/m2,2套在售二手房
20190504,静安,南京西路,云海苑,93065元/m2,7套在售二手房
20190504,静安,南京西路,达安城,93856元/m2,11套在售二手房
20190504,静安,南京西路,泰府名邸,107486元/m2,14套在售二手房
20190504,静安,南京西路,康乐大楼(静安),92007元/m2,5套在售二手房
20190504,静安,南京西路,武泰公寓,88975元/m2,5套在售二手房
20190504,静安,南京西路,太阳公寓(静安),102704元/m2,5套在售二手房
20190504,静安,南京西路,爱文坊,96446元/m2,2套在售二手房
20190504,静安,南京西路,化工小区(静安),93685元/m2,5套在售二手房
20190504,静安,南京西路,光明小区,87869元/m2,11套在售二手房
20190504,静安,南京西路,大德公寓,72401元/m2,3套在售二手房
20190504,静安,南京西路,茂名公寓,105175元/m2,9套在售二手房
20190504,静安,南京西路,平安大楼,112884元/m2,1套在售二手房
20190504,静安,南京西路,德义大楼,74082元/m2,5套在售二手房
20190504,静安,南京西路,恒丰大楼(静安),70855元/m2,7套在售二手房
20190504,静安,南京西路,顺德苑,83105元/m2,1套在售二手房
20190504,静安,南京西路,华商名邸,95694元/m2,1套在售二手房
20190504,静安,南京西路,经典茂名公寓,139926元/m2,1套在售二手房
20190504,静安,南京西路,沁园村,112628元/m2,0套在售二手房
20190504,静安,南京西路,太和小区,83474元/m2,7套在售二手房
20190504,静安,南京西路,丽都新贵,53461元/m2,6套在售二手房
20190504,静安,南京西路,和一大厦,55944元/m2,13套在售二手房
20190504,静安,南京西路,沧州大楼,108868元/m2,6套在售二手房
20190504,静安,南京西路,陕西北路30弄,69523元/m2,1套在售二手房
20190504,静安,南京西路,中华新村(静安),79012元/m2,1套在售二手房
20190504,静安,南京西路,新江大楼,76632元/m2,4套在售二手房
20190504,静安,南京西路,艾格美国际公寓,95225元/m2,18套在售二手房
20190504,静安,南京西路,王家沙花苑,97385元/m2,3套在售二手房
20190504,静安,南京西路,重华新村,109184元/m2,2套在售二手房
20190504,静安,南京西路,京西大楼,87595元/m2,2套在售二手房
20190504,静安,南京西路,威海路888弄,100469元/m2,2套在售二手房
20190504,静安,南京西路,江宁大楼,83321元/m2,2套在售二手房
20190504,静安,南京西路,申银发展大厦(公寓),65531元/m2,4套在售二手房
20190504,静安,南京西路,振安广场,43278元/m2,5套在售二手房
20190504,静安,南京西路,成都北路527弄,暂无,1套在售二手房
20190504,静安,南京西路,良友高层,80979元/m2,1套在售二手房
20190504,静安,南京西路,泰兴路624弄,85719元/m2,3套在售二手房
20190504,静安,南京西路,御品大厦,114839元/m2,2套在售二手房
20190504,静安,南京西路,香樟花园,91287元/m2,2套在售二手房
20190504,静安,南京西路,南汇路26号,暂无,0套在售二手房
20190504,静安,南京西路,新闸路1489弄,114286元/m2,0套在售二手房
20190504,静安,南京西路,西康路167弄,暂无,0套在售二手房
20190504,静安,南京西路,陕西北路123号,暂无,0套在售二手房
20190504,静安,南京西路,奉贤路227号,暂无,0套在售二手房
20190504,静安,南京西路,新陕公寓,93216元/m2,0套在售二手房
20190504,静安,南京西路,石门一路251弄,暂无,0套在售二手房
20190504,静安,南京西路,巢居公寓,暂无,0套在售二手房
20190504,静安,南京西路,陕西北路569号,暂无,0套在售二手房
20190504,静安,南京西路,石门二路170弄,暂无,0套在售二手房
20190504,静安,南京西路,文锦大厦,暂无,0套在售二手房
20190504,静安,南京西路,南京西路860弄,暂无,0套在售二手房
20190504,静安,南京西路,东展商业大厦,暂无,0套在售二手房
20190504,静安,南京西路,凤阳路724弄,暂无,0套在售二手房
20190504,静安,南京西路,郑家巷小区,94495元/m2,0套在售二手房
20190504,静安,南京西路,南阳路225号,暂无,0套在售二手房
20190504,静安,南京西路,恒利国际大厦,暂无,0套在售二手房
20190504,静安,南京西路,恒发公寓,暂无,0套在售二手房
20190504,静安,南京西路,南阳路80号,166666元/m2,0套在售二手房
20190504,静安,南京西路,武定路237号,暂无,0套在售二手房
20190504,静安,南京西路,石门二路165号,暂无,0套在售二手房
20190504,静安,南京西路,铜仁路90弄,暂无,0套在售二手房
20190504,静安,南京西路,石门二路231号,暂无,0套在售二手房
20190504,静安,南京西路,延安中路632弄,185365元/m2,0套在售二手房
20190504,静安,南京西路,凤阳路624弄,暂无,0套在售二手房
20190504,静安,南京西路,荷兰小区,暂无,0套在售二手房
20190504,静安,南京西路,北京西路1288号,暂无,0套在售二手房
20190504,静安,南京西路,南阳路70号,暂无,0套在售二手房
20190504,静安,南京西路,北京西路479号,暂无,0套在售二手房
20190504,静安,南京西路,爱文新村,暂无,0套在售二手房
20190504,静安,南京西路,延安中路830-842号(双),暂无,0套在售二手房
20190504,静安,南京西路,南沙公寓,暂无,0套在售二手房
20190504,静安,南京西路,石门二路41弄,暂无,0套在售二手房
20190504,静安,南京西路,陕西北路354弄,82314元/m2,0套在售二手房
20190504,静安,南京西路,铜仁路225号,56519元/m2,0套在售二手房
20190504,静安,南京西路,威海路854号,暂无,0套在售二手房
20190504,静安,南京西路,陕西北路344号,暂无,0套在售二手房
20190504,静安,南京西路,铜仁路90弄,暂无,0套在售二手房
20190504,静安,南京西路,仓库静安区,暂无,0套在售二手房
20190504,静安,南京西路,威海路916号,暂无,0套在售二手房
20190504,静安,南京西路,北京西路1094弄,暂无,0套在售二手房
20190504,静安,南京西路,招商局广场,暂无,0套在售二手房
20190504,静安,南京西路,厂房静安区,暂无,0套在售二手房
20190504,静安,南京西路,慈惠南里,暂无,0套在售二手房
20190504,静安,南京西路,新闸路829号,暂无,0套在售二手房
20190504,静安,南京西路,石门二路60号,93207元/m2,1套在售二手房
20190504,静安,南京西路,北京西路810-820号(双),90639元/m2,2套在售二手房
20190504,静安,南京西路,泰兴大楼,95554元/m2,3套在售二手房
20190504,静安,南京西路,西康路111号,暂无,0套在售二手房
20190504,静安,南京西路,北京西路1266号,暂无,0套在售二手房
20190504,静安,南京西路,威海路864号,暂无,0套在售二手房
20190504,静安,南京西路,泰兴路369弄,暂无,0套在售二手房
20190504,静安,南京西路,新闸路1321号,暂无,0套在售二手房
20190504,静安,南京西路,西康公寓,70661元/m2,0套在售二手房
20190504,静安,南京西路,凤阳路644弄,暂无,0套在售二手房
20190504,静安,南京西路,奉贤路198号,18823元/m2,0套在售二手房
20190504,静安,南京西路,南阳路44号,暂无,0套在售二手房
20190504,静安,南京西路,康定东路13弄,129870元/m2,0套在售二手房
20190504,静安,南京西路,九福新邨,暂无,0套在售二手房
20190504,静安,南京西路,威海路590弄,121527元/m2,0套在售二手房
20190504,静安,南京西路,念吾新邨,134525元/m2,0套在售二手房
20190504,静安,南京西路,南西大楼,109070元/m2,0套在售二手房
20190504,静安,南京西路,威海路700号,暂无,0套在售二手房
20190504,静安,南京西路,新闸路833号,暂无,0套在售二手房
20190504,静安,南京西路,北京西路1231弄,暂无,0套在售二手房
20190504,静安,南京西路,马克思公寓,93666元/m2,1套在售二手房
20190504,静安,南京西路,康定东路41-43号,暂无,0套在售二手房
20190504,静安,南京西路,康定东路13弄,129870元/m2,0套在售二手房
20190504,静安,南京西路,新闸路833号,暂无,0套在售二手房
20190504,静安,南京西路,威海路864号,暂无,0套在售二手房
20190504,静安,南京西路,泰兴路369弄,暂无,0套在售二手房
20190504,静安,南京西路,西康公寓,70661元/m2,0套在售二手房
20190504,静安,南京西路,新闸路1321号,暂无,0套在售二手房
20190504,静安,南京西路,凤阳路644弄,暂无,0套在售二手房
20190504,静安,南京西路,奉贤路198号,18823元/m2,0套在售二手房
20190504,静安,南京西路,南阳路44号,暂无,0套在售二手房
20190504,静安,南京西路,威海路590弄,121527元/m2,0套在售二手房
20190504,静安,南京西路,九福新邨,暂无,0套在售二手房
20190504,静安,南京西路,北京西路1231弄,暂无,0套在售二手房
20190504,静安,南京西路,昌化路136号,暂无,0套在售二手房
20190504,静安,南京西路,凤阳路531-537号(单),暂无,0套在售二手房
20190504,静安,南京西路,马克思公寓,93666元/m2,1套在售二手房
20190504,静安,南京西路,陕西北路141弄,98638元/m2,0套在售二手房
20190504,静安,南京西路,奉贤路180号,暂无,0套在售二手房
20190504,静安,南京西路,陕西北路414号,暂无,0套在售二手房
20190504,静安,南京西路,新闸路951号,暂无,0套在售二手房
20190504,静安,南京西路,南京西路972弄,暂无,0套在售二手房
20190504,静安,南京西路,南阳路205号,暂无,0套在售二手房
20190504,静安,南京西路,科恩国际广场,暂无,0套在售二手房
20190504,静安,南京西路,锦江向阳大楼,暂无,0套在售二手房
20190504,静安,南京西路,南阳公寓,暂无,0套在售二手房
20190504,静安,南京西路,北京西路1211弄,暂无,0套在售二手房
20190504,静安,南京西路,泰兴路227弄,暂无,0套在售二手房
20190504,静安,南京西路,北京新村,暂无,0套在售二手房
20190504,静安,南京西路,陕西北路342弄,89020元/m2,0套在售二手房
20190504,静安,南京西路,康乐村,79245元/m2,0套在售二手房
20190504,静安,南京西路,南京西路1522弄,暂无,0套在售二手房
20190504,静安,南京西路,归仁里,暂无,0套在售二手房
