20190504,徐汇,康健,康健路24弄,67997元/m2,0套在售二手房
20190504,徐汇,康健,冠生园路204号,暂无,0套在售二手房
20190504,徐汇,康健,康健路1号,69819元/m2,1套在售二手房
20190504,徐汇,康健,豪门府邸,89571元/m2,1套在售二手房
20190504,徐汇,康健,紫藤苑,85106元/m2,1套在售二手房
20190504,徐汇,康健,桂平路130号,暂无,0套在售二手房
20190504,徐汇,康健,柳州路210号,暂无,0套在售二手房
20190504,徐汇,康健,桂梅别墅桃源清水居,暂无,0套在售二手房
20190504,徐汇,康健,康健路341弄,75157元/m2,0套在售二手房
20190504,徐汇,康健,康州小区,76819元/m2,0套在售二手房
20190504,徐汇,康健,沪华公寓,58866元/m2,0套在售二手房
20190504,徐汇,康健,康健路5号,75172元/m2,0套在售二手房
20190504,徐汇,康健,文馨苑,79241元/m2,0套在售二手房
20190504,徐汇,康健,泰成商务楼,暂无,0套在售二手房
20190504,徐汇,康健,恒地仓国际大厦,暂无,0套在售二手房
20190504,徐汇,康健,康惠苑,76077元/m2,0套在售二手房
20190504,徐汇,康健,康健公寓,55726元/m2,2套在售二手房
20190504,徐汇,康健,康健星辰,84428元/m2,1套在售二手房
20190504,徐汇,康健,康沁苑,80374元/m2,1套在售二手房
20190504,徐汇,康健,海上华庭,79752元/m2,4套在售二手房
20190504,徐汇,康健,桂林西街101弄,64792元/m2,1套在售二手房
20190504,徐汇,康健,牡丹园(徐汇),100000元/m2,2套在售二手房
20190504,徐汇,康健,申圃花园,80257元/m2,0套在售二手房
20190504,徐汇,康健,康健路120弄,79596元/m2,1套在售二手房
20190504,徐汇,康健,中星虹漕公寓,70292元/m2,3套在售二手房
20190504,徐汇,康健,中虹汇之苑,82312元/m2,1套在售二手房
20190504,徐汇,康健,玫瑰园,92147元/m2,2套在售二手房
20190504,徐汇,康健,南天公寓,61016元/m2,0套在售二手房
20190504,徐汇,康健,桂林高智科技大厦,暂无,0套在售二手房
20190504,徐汇,康健,逸安商务楼,暂无,0套在售二手房
20190504,徐汇,康健,杨家桥小区(徐汇),暂无,0套在售二手房
20190504,徐汇,康健,上海聚科生物园区,暂无,0套在售二手房
20190504,徐汇,康健,学府路80号,暂无,0套在售二手房
20190504,徐汇,康健,江安路234号,暂无,0套在售二手房
20190504,徐汇,康健,漕宝路108号,暂无,0套在售二手房
20190504,徐汇,康健,漕宝路70号,暂无,0套在售二手房
20190504,徐汇,康健,漕宝路110号,暂无,0套在售二手房
20190504,徐汇,康健,敬南路3号,暂无,0套在售二手房
20190504,徐汇,康健,徐汇创意阁,暂无,0套在售二手房
20190504,徐汇,康健,维也纳酒店(桂林路),暂无,0套在售二手房
20190504,徐汇,康健,康健大楼,暂无,0套在售二手房
20190504,徐汇,康健,学府路155号,暂无,0套在售二手房
20190504,徐汇,康健,钦州南路28号,暂无,0套在售二手房
20190504,徐汇,康健,钦州路138号,暂无,0套在售二手房
20190504,徐汇,康健,钦州南路746号,暂无,0套在售二手房
20190504,徐汇,康健,钦州路278号,暂无,0套在售二手房
20190504,徐汇,康健,虹漕南路661号,暂无,0套在售二手房
20190504,徐汇,康健,虹漕南路9号,暂无,0套在售二手房
20190504,徐汇,康健,虹梅路188号,暂无,0套在售二手房
20190504,徐汇,康健,虹梅路81号,暂无,0套在售二手房
20190504,徐汇,康健,习勤路22号,暂无,0套在售二手房
20190504,徐汇,康健,康健路125号,暂无,0套在售二手房
20190504,徐汇,康健,康健路117号,暂无,0套在售二手房
20190504,徐汇,康健,浦北路225号,暂无,0套在售二手房
20190504,徐汇,康健,沪闵路9222号,暂无,0套在售二手房
20190504,徐汇,康健,沪闵路9216号,暂无,0套在售二手房
20190504,徐汇,康健,沪闵路9242号,暂无,0套在售二手房
20190504,徐汇,康健,柳州路258号,暂无,0套在售二手房
20190504,徐汇,康健,冠生园路230-240号,暂无,0套在售二手房
20190504,徐汇,康健,桂林路64号,暂无,0套在售二手房
20190504,徐汇,康健,桂平路88号,暂无,0套在售二手房
20190504,徐汇,康健,桂平路188号,暂无,0套在售二手房
20190504,徐汇,康健,桂平路285号,暂无,0套在售二手房
20190504,徐汇,康健,桂林东街188号,暂无,0套在售二手房
20190504,徐汇,康健,桂平路291号,暂无,0套在售二手房
20190504,徐汇,康健,桂林路46号,暂无,0套在售二手房
20190504,徐汇,康健,桂林东街150弄8号,暂无,0套在售二手房
20190504,徐汇,康健,桂林东街257号,暂无,0套在售二手房
20190504,徐汇,康健,沪闵路9214号,暂无,0套在售二手房
20190504,徐汇,康健,桂林东街217号,暂无,0套在售二手房
20190504,徐汇,康健,桂平路130号-1,暂无,0套在售二手房
20190504,徐汇,康健,英沃工场,暂无,0套在售二手房
