20190504,普陀,桃浦,桃浦七村雪松苑,37464元/m2,39套在售二手房
20190504,普陀,桃浦,紫腾苑小区,38531元/m2,50套在售二手房
20190504,普陀,桃浦,桃浦二村永汇新苑,41894元/m2,22套在售二手房
20190504,普陀,桃浦,桃浦四村易居紫荆苑,39377元/m2,25套在售二手房
20190504,普陀,桃浦,安居锦竹苑,39972元/m2,20套在售二手房
20190504,普陀,桃浦,桃浦六村樱花苑,37592元/m2,16套在售二手房
20190504,普陀,桃浦,桃浦一村瑞香苑,37878元/m2,26套在售二手房
20190504,普陀,桃浦,明丰世纪苑,50802元/m2,9套在售二手房
20190504,普陀,桃浦,安居金祁新城,43334元/m2,16套在售二手房
20190504,普陀,桃浦,桃浦三村石榴苑,37516元/m2,18套在售二手房
20190504,普陀,桃浦,桃浦六村绿春苑,37731元/m2,21套在售二手房
20190504,普陀,桃浦,荣和怡景园,50905元/m2,8套在售二手房
20190504,普陀,桃浦,桃浦三村和乐苑,38932元/m2,10套在售二手房
20190504,普陀,桃浦,杨桥第一小区,49175元/m2,16套在售二手房
20190504,普陀,桃浦,祥和星宇花园(公寓),54049元/m2,18套在售二手房
20190504,普陀,桃浦,桃浦五村杜鹃苑,39240元/m2,6套在售二手房
20190504,普陀,桃浦,阳光水岸苑,42066元/m2,19套在售二手房
20190504,普陀,桃浦,安达家园,39465元/m2,13套在售二手房
20190504,普陀,桃浦,安居古浪新苑,45897元/m2,25套在售二手房
20190504,普陀,桃浦,桃浦五村山茶苑,37462元/m2,9套在售二手房
20190504,普陀,桃浦,桃浦新家园,38573元/m2,14套在售二手房
20190504,普陀,桃浦,桃浦一村海棠苑,36843元/m2,5套在售二手房
20190504,普陀,桃浦,桃浦一村合欢苑,40980元/m2,17套在售二手房
20190504,普陀,桃浦,桃浦九村,42068元/m2,9套在售二手房
20190504,普陀,桃浦,恒盛鼎城圣都汇,63613元/m2,9套在售二手房
20190504,普陀,桃浦,莲花公寓(普陀),42257元/m2,27套在售二手房
20190504,普陀,桃浦,中环名品公馆,74156元/m2,19套在售二手房
20190504,普陀,桃浦,恒盛鼎城华公馆,58322元/m2,7套在售二手房
20190504,普陀,桃浦,复地太阳城,61541元/m2,6套在售二手房
20190504,普陀,桃浦,真南路822弄521支弄,40236元/m2,9套在售二手房
20190504,普陀,桃浦,桃浦三村白丽苑,40017元/m2,10套在售二手房
20190504,普陀,桃浦,同进理想城,36778元/m2,12套在售二手房
20190504,普陀,桃浦,真建一小区,38552元/m2,12套在售二手房
20190504,普陀,桃浦,怡佳公寓,49155元/m2,2套在售二手房
20190504,普陀,桃浦,桃浦五村迎春苑,37341元/m2,6套在售二手房
20190504,普陀,桃浦,桃浦一村(武威路1051弄),36869元/m2,7套在售二手房
20190504,普陀,桃浦,李子园公寓,47086元/m2,7套在售二手房
20190504,普陀,桃浦,真南路895弄,43575元/m2,1套在售二手房
20190504,普陀,桃浦,祥和星宇花园(别墅),暂无,0套在售二手房
20190504,普陀,桃浦,李子园别墅,暂无,0套在售二手房
20190504,普陀,桃浦,三千里花苑,暂无,0套在售二手房
20190504,普陀,桃浦,李子园SOHO公寓,暂无,0套在售二手房
20190504,普陀,桃浦,春光家园,18588元/m2,0套在售二手房
20190504,普陀,桃浦,水产路2609,2659,2669号,暂无,0套在售二手房
20190504,普陀,桃浦,耀光国际广场,暂无,0套在售二手房
20190504,普陀,桃浦,桃浦一村(武威路1053号),40599元/m2,0套在售二手房
20190504,普陀,桃浦,金光花苑,暂无,0套在售二手房
20190504,普陀,桃浦,桃浦路590号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路261号,暂无,0套在售二手房
20190504,普陀,桃浦,华盛国际商务花园,暂无,0套在售二手房
20190504,普陀,桃浦,李子园花苑,暂无,0套在售二手房
20190504,普陀,桃浦,武威路1057号,36101元/m2,0套在售二手房
20190504,普陀,桃浦,东渡园景别墅,42308元/m2,0套在售二手房
20190504,普陀,桃浦,恒达休闲广场,暂无,0套在售二手房
