20190504,普陀,桃浦,桃浦七村雪松苑,37464元/m2,39套在售二手房
20190504,普陀,桃浦,康建商务广场,暂无,0套在售二手房
20190504,普陀,桃浦,上海康建商务广场,暂无,0套在售二手房
20190504,普陀,桃浦,真南路3703号,暂无,0套在售二手房
20190504,普陀,桃浦,桃浦三村红棉苑,40060元/m2,1套在售二手房
20190504,普陀,桃浦,李子园大厦,28303元/m2,0套在售二手房
20190504,普陀,桃浦,桃浦西路641弄201支弄,32258元/m2,1套在售二手房
20190504,普陀,桃浦,新扬雅苑,42141元/m2,1套在售二手房
20190504,普陀,桃浦,锦翔大楼,34660元/m2,7套在售二手房
20190504,普陀,桃浦,溢盈河畔别墅,61450元/m2,4套在售二手房
20190504,普陀,桃浦,桃浦三村红棉苑,40060元/m2,1套在售二手房
20190504,普陀,桃浦,桃浦西路641弄201支弄,32258元/m2,1套在售二手房
20190504,普陀,桃浦,李子园大厦,28303元/m2,0套在售二手房
20190504,普陀,桃浦,新杨和苑,33008元/m2,4套在售二手房
20190504,普陀,桃浦,武威路1285号,暂无,0套在售二手房
20190504,普陀,桃浦,复地香栀花园,54460元/m2,4套在售二手房
20190504,普陀,桃浦,槎浦新家园,暂无,0套在售二手房
20190504,普陀,桃浦,祥和王宫,暂无,0套在售二手房
20190504,普陀,桃浦,上海机电城,暂无,0套在售二手房
20190504,普陀,桃浦,祁连山路60弄,暂无,0套在售二手房
20190504,普陀,桃浦,德建新宾馆,暂无,0套在售二手房
20190504,普陀,桃浦,祁安路320弄,暂无,0套在售二手房
20190504,普陀,桃浦,真北路3233号,暂无,0套在售二手房
20190504,普陀,桃浦,真南路822弄38号,暂无,0套在售二手房
20190504,普陀,桃浦,真南路3439号,暂无,0套在售二手房
20190504,普陀,桃浦,真南路2208号,暂无,0套在售二手房
20190504,普陀,桃浦,真南路1288号,暂无,0套在售二手房
20190504,普陀,桃浦,真陈路399号,暂无,0套在售二手房
20190504,普陀,桃浦,陆交商务大厦,暂无,0套在售二手房
20190504,普陀,桃浦,常和路433号,暂无,0套在售二手房
20190504,普陀,桃浦,雪松路259号,暂无,0套在售二手房
20190504,普陀,桃浦,雪松路278号,暂无,0套在售二手房
20190504,普陀,桃浦,交通路4706弄2号,暂无,0套在售二手房
20190504,普陀,桃浦,祁连山路13号,暂无,0套在售二手房
20190504,普陀,桃浦,绿杨路27，29，31，35，37，41，43号,暂无,0套在售二手房
20190504,普陀,桃浦,绿杨路27号,暂无,0套在售二手房
20190504,普陀,桃浦,红柳路555弄68号,暂无,0套在售二手房
20190504,普陀,桃浦,武威路1118号,暂无,0套在售二手房
20190504,普陀,桃浦,桃浦路614号,暂无,0套在售二手房
20190504,普陀,桃浦,桃浦西路641弄201支弄5号,暂无,0套在售二手房
20190504,普陀,桃浦,交通路4725号,暂无,0套在售二手房
20190504,普陀,桃浦,交通路4703弄21号,暂无,0套在售二手房
20190504,普陀,桃浦,清涧路74号,暂无,0套在售二手房
20190504,普陀,桃浦,古浪路138号,暂无,0套在售二手房
20190504,普陀,桃浦,古浪路438号,暂无,0套在售二手房
20190504,普陀,桃浦,古浪路429-431号,暂无,0套在售二手房
20190504,普陀,桃浦,古浪路335号,暂无,0套在售二手房
20190504,普陀,桃浦,古浪路8号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路103号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路203号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路672号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路253号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路257号,暂无,0套在售二手房
20190504,普陀,桃浦,白丽路662号,暂无,0套在售二手房
20190504,普陀,桃浦,水产路757号,暂无,0套在售二手房
20190504,普陀,桃浦,水产路701号,暂无,0套在售二手房
20190504,普陀,桃浦,水产路575号,暂无,0套在售二手房
20190504,普陀,桃浦,真陈路39号乙,暂无,0套在售二手房
20190504,普陀,桃浦,武威路2537号,暂无,0套在售二手房
20190504,普陀,桃浦,上海西北物流园区保税物流中心,暂无,0套在售二手房
