20190504,虹口,鲁迅公园,整租,四平路421弄,37平米,3950
20190504,虹口,鲁迅公园,宏凯公寓,2室1厅,97平米,7500
20190504,虹口,鲁迅公园,合租,·,15平米,3160
20190504,虹口,鲁迅公园,绿洲紫荆花园,2室2厅,90平米,9000
20190504,虹口,鲁迅公园,东体育会路75号,2室0厅,45平米,4500
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,28平米,3751
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,18平米,3751
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,24平米,4083
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,18平米,4581
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,38平米,5411
20190504,虹口,鲁迅公园,庐迅大厦,2室1厅,96平米,8300
20190504,虹口,鲁迅公园,合租,·,16平米,3060
20190504,虹口,鲁迅公园,建设新村,2室0厅,40平米,4400
20190504,虹口,鲁迅公园,世博花园,1室2厅,73平米,9500
20190504,虹口,鲁迅公园,合租,·,10平米,2660
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,29-40平米,4913-6100
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,28平米,5411
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,18平米,3751
20190504,虹口,鲁迅公园,合租,·,15平米,3790
20190504,虹口,鲁迅公园,合租,·,13平米,2430
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,27平米,4913
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,29平米,5413
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,26平米,4980
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,19平米,5340
20190504,虹口,鲁迅公园,整租,欧阳花苑,90平米,8000
20190504,虹口,鲁迅公园,整租,·,30平米,4100
20190504,虹口,鲁迅公园,欧四小区,1室1厅,40平米,3500
20190504,虹口,鲁迅公园,整租,·,44平米,4200
20190504,虹口,鲁迅公园,绿洲紫荆花园,3室2厅,120平米,10500
20190504,虹口,鲁迅公园,何家宅小区,1室0厅,36平米,4200
20190504,虹口,鲁迅公园,整租,·,26平米,4230
20190504,虹口,鲁迅公园,合租,·,13平米,2730
20190504,虹口,鲁迅公园,世博花园,2室2厅,119平米,18000
20190504,虹口,鲁迅公园,兴华小区,2室2厅,138平米,10000
20190504,虹口,鲁迅公园,整租,·,61平米,6000
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,29平米,5500
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,28平米,4581
20190504,虹口,鲁迅公园,湾流国际青年社区,四川北路店,36平米,5911
20190504,虹口,鲁迅公园,世博花园,3室2厅,140平米,13800
20190504,虹口,鲁迅公园,合租,·,13平米,3690
20190504,虹口,鲁迅公园,欧五小区,两居室,28平米,4400
20190504,虹口,鲁迅公园,合租,·,12平米,2560
20190504,虹口,鲁迅公园,整租,·,48平米,5800
20190504,虹口,鲁迅公园,合租,·,7平米,2930
20190504,虹口,鲁迅公园,合租,·,19平米,3360
20190504,虹口,鲁迅公园,合租,·,13平米,2790
20190504,虹口,鲁迅公园,欧阳路329号,1室0厅,26平米,3500
20190504,虹口,鲁迅公园,欧阳小区,2室0厅,45平米,4000
20190504,虹口,鲁迅公园,世博花园,2室2厅,91平米,11500
20190504,虹口,鲁迅公园,合租,·,18平米,3090
20190504,虹口,鲁迅公园,合租,·,9平米,2590
20190504,虹口,鲁迅公园,整租,·,51平米,4800
20190504,虹口,鲁迅公园,北郊小区,1室1厅,46平米,5200
20190504,虹口,鲁迅公园,合租,·,9平米,2590
20190504,虹口,鲁迅公园,东体育会路119弄,1室1厅,42平米,4000
20190504,虹口,鲁迅公园,整租,·,26平米,3930
20190504,虹口,鲁迅公园,金江公寓,2室1厅,71平米,7800
20190504,虹口,鲁迅公园,合租,·,27平米,2800
20190504,虹口,鲁迅公园,世博花园,3室2厅,137平米,15000
20190504,虹口,鲁迅公园,两室一厅,南北通透干净整洁,50平米,5600
20190504,虹口,鲁迅公园,整租,·,32平米,3800
20190504,虹口,鲁迅公园,庐迅大厦,2室2厅,130平米,11000
20190504,虹口,鲁迅公园,整租,·,101平米,9500
20190504,虹口,鲁迅公园,地铁房,采光好,52平米,4600
20190504,虹口,鲁迅公园,世博花园,2室2厅,109平米,10500
20190504,虹口,鲁迅公园,裕群公寓,2室2厅,126平米,6500
20190504,虹口,鲁迅公园,恒业公寓,3室2厅,130平米,9800
20190504,虹口,鲁迅公园,整租,逗号公寓,20平米,3200
20190504,虹口,鲁迅公园,整租,逗号公寓,30平米,3400
20190504,虹口,鲁迅公园,合租,·,11平米,1550
20190504,虹口,鲁迅公园,合租,·,18平米,2400
20190504,虹口,鲁迅公园,合租,·,35平米,2900
20190504,虹口,鲁迅公园,整租,·,38平米,4250
20190504,虹口,鲁迅公园,合租,·,16平米,2300
20190504,虹口,鲁迅公园,整租,·,56平米,5000
20190504,虹口,鲁迅公园,合租,·,14平米,2930
20190504,虹口,鲁迅公园,合租,·,13平米,3870
20190504,虹口,鲁迅公园,同和苑,1室1厅,60平米,6800
20190504,虹口,鲁迅公园,东照里,2室0厅,40平米,4300
20190504,虹口,鲁迅公园,尚轩公寓,尚轩宾馆宝安支路店,19平米,6200
20190504,虹口,鲁迅公园,欧阳花苑,2室2厅,84平米,7700
20190504,虹口,鲁迅公园,整租,·,141平米,9500
20190504,虹口,鲁迅公园,四达路25弄,1室1厅,35平米,3500
20190504,虹口,鲁迅公园,合租,·,22平米,3000
20190504,虹口,鲁迅公园,合租,·,12平米,1400
20190504,虹口,鲁迅公园,合租,·,16平米,2400
20190504,虹口,鲁迅公园,合租,·,10平米,1000
20190504,虹口,鲁迅公园,合租,·,9平米,1000
20190504,虹口,鲁迅公园,合租,·,10平米,1450
20190504,虹口,鲁迅公园,合租,·,10平米,1550
20190504,虹口,鲁迅公园,合租,·,8平米,1000
20190504,虹口,鲁迅公园,合租,·,8平米,1000
20190504,虹口,鲁迅公园,合租,·,9平米,1450
20190504,虹口,鲁迅公园,合租,·,8平米,1050
20190504,虹口,鲁迅公园,合租,·,8平米,1350
20190504,虹口,鲁迅公园,合租,·,10平米,1550
20190504,虹口,鲁迅公园,合租,·,7平米,1150
20190504,虹口,鲁迅公园,合租,·,7平米,1050
20190504,虹口,鲁迅公园,合租,·,9平米,1550
20190504,虹口,鲁迅公园,合租,·,12平米,1600
20190504,虹口,鲁迅公园,合租,·,13平米,1500
20190504,虹口,鲁迅公园,合租,·,15平米,1650
20190504,虹口,鲁迅公园,合租,·,15平米,1600
20190504,虹口,鲁迅公园,合租,·,10平米,1550
20190504,虹口,鲁迅公园,合租,·,12平米,1650
20190504,虹口,鲁迅公园,合租,·,20平米,2400
20190504,虹口,鲁迅公园,合租,·,18平米,3000
20190504,虹口,鲁迅公园,合租,·,12平米,2100
20190504,虹口,鲁迅公园,整租,·,136平米,9000
20190504,虹口,鲁迅公园,合租,·,20平米,3050
20190504,虹口,鲁迅公园,欧阳大厦,1室2厅,134平米,6300
20190504,虹口,鲁迅公园,合租,·,19平米,3050
20190504,虹口,鲁迅公园,祥德路150号,1室1厅,36平米,4100
20190504,虹口,鲁迅公园,华能公寓,2室2厅,90平米,7000
20190504,虹口,鲁迅公园,何家宅小区,2室0厅,54平米,5800
20190504,虹口,鲁迅公园,合租,·,28平米,2580
20190504,虹口,鲁迅公园,恒城花苑,3室2厅,119平米,9500
20190504,虹口,鲁迅公园,合租,·,18平米,2200
20190504,虹口,鲁迅公园,合租,·,12平米,1700
20190504,虹口,鲁迅公园,合租,·,15平米,1600
20190504,虹口,鲁迅公园,合租,·,10平米,1600
20190504,虹口,鲁迅公园,合租,·,10平米,1550
20190504,虹口,鲁迅公园,合租,·,20平米,2600
20190504,虹口,鲁迅公园,合租,·,25平米,2600
20190504,虹口,鲁迅公园,合租,·,22平米,2500
20190504,虹口,鲁迅公园,合租,·,10平米,1500
20190504,虹口,鲁迅公园,合租,·,18平米,1700
20190504,虹口,鲁迅公园,合租,·,10平米,1100
20190504,虹口,鲁迅公园,合租,·,13平米,1500
20190504,虹口,鲁迅公园,合租,·,16平米,1600
20190504,虹口,鲁迅公园,合租,·,18平米,2000
20190504,虹口,鲁迅公园,合租,·,12平米,1700
20190504,虹口,鲁迅公园,合租,·,20平米,2300
20190504,虹口,鲁迅公园,欧五小区,1室0厅,34平米,3700
20190504,虹口,鲁迅公园,合租,·,15平米,2250
20190504,虹口,鲁迅公园,合租,·,8平米,1400
20190504,虹口,鲁迅公园,合租,·,24平米,2850
20190504,虹口,鲁迅公园,合租,·,10平米,1000
20190504,虹口,鲁迅公园,合租,·,13平米,1400
20190504,虹口,鲁迅公园,合租,·,10平米,1000
20190504,虹口,鲁迅公园,合租,·,19平米,2600
20190504,虹口,鲁迅公园,甜爱大楼,3室1厅,122平米,10600
20190504,虹口,鲁迅公园,东体育会路119弄,1室1厅,34平米,3800
20190504,虹口,鲁迅公园,溧阳华府(公寓),2室2厅,114平米,16000
20190504,虹口,鲁迅公园,合租,·,23平米,3300
20190504,虹口,鲁迅公园,合租,·,20平米,3500
20190504,虹口,鲁迅公园,合租,·,23平米,3250
20190504,虹口,鲁迅公园,合租,·,10平米,1550
20190504,虹口,鲁迅公园,合租,·,25平米,2600
20190504,虹口,鲁迅公园,合租,·,15平米,2450
20190504,虹口,鲁迅公园,合租,·,12平米,1600
20190504,虹口,鲁迅公园,合租,·,12平米,1600
20190504,虹口,鲁迅公园,合租,·,15平米,2600
20190504,虹口,鲁迅公园,合租,·,15平米,2700
20190504,虹口,鲁迅公园,合租,·,15平米,2800
20190504,虹口,鲁迅公园,合租,·,28平米,3200
20190504,虹口,鲁迅公园,合租,·,18平米,2498
20190504,虹口,鲁迅公园,整租,·,18平米,2800
20190504,虹口,鲁迅公园,整租,·,18平米,2500
20190504,虹口,鲁迅公园,合租,·,15平米,2830
20190504,虹口,鲁迅公园,合租,·,15平米,2790
20190504,虹口,鲁迅公园,合租,·,18平米,2960
20190504,虹口,鲁迅公园,整租,·,19平米,2700
20190504,虹口,鲁迅公园,整租,·,90平米,10000
20190504,虹口,鲁迅公园,合租,·,14平米,3100
20190504,虹口,鲁迅公园,整租,·,63平米,5600
20190504,虹口,鲁迅公园,整租,·,78平米,8200
20190504,虹口,鲁迅公园,合租,·,15平米,1650
20190504,虹口,鲁迅公园,整租,·,35平米,4000
20190504,虹口,鲁迅公园,整租,·,36平米,3800
20190504,虹口,鲁迅公园,同心路93弄,2室0厅,52平米,5700
