20190504,松江,新桥,乐乎城市青年社区,上海乐乎公寓---新桥店,东南西南北,1218-1988
20190504,松江,新桥,整租,·,53平米,2500
20190504,松江,新桥,新乐雅苑,2室1厅,78平米,2500
20190504,松江,新桥,乐乎城市青年社区,上海乐乎公寓---新桥店,东东南北,1218-1988
20190504,松江,新桥,乐乎城市青年社区,上海乐乎公寓---新桥店,东东南南西南西西北北,1218-1688
20190504,松江,新桥,晨星东区,2室1厅,91平米,2700
20190504,松江,新桥,万宇阳光苑,3室1厅,87平米,3600
20190504,松江,新桥,整租,·,82平米,3600
20190504,松江,新桥,星星公寓,你我他时尚公寓,东南,1450
20190504,松江,新桥,万宇阳光苑,2室2厅,85平米,3600
20190504,松江,新桥,长泰西郊,3室2厅,260平米,8000
20190504,松江,新桥,华泽新苑,1室1厅,54平米,2900
20190504,松江,新桥,海派青城,2室1厅,90平米,2900
20190504,松江,新桥,雅鹿新苑(别墅),5室2厅,214平米,5500
20190504,松江,新桥,抱家公寓,翔展店,13-20平米,1200-1300
20190504,松江,新桥,抱家公寓,翔展店,25平米,1700
20190504,松江,新桥,绿城兰园,5室2厅,600平米,23000
20190504,松江,新桥,星星公寓,你我他时尚公寓,26平米,1650
20190504,松江,新桥,乐乎城市青年社区,上海乐乎公寓---新桥店,东西南北东北,1218-1688
20190504,松江,新桥,乐乎城市青年社区,上海乐乎公寓---新桥店,东东南北东北,1200-1388
20190504,松江,新桥,乐乎城市青年社区,上海乐乎公寓---新桥店,东东南北,1218-1788
20190504,松江,新桥,英郡雷丁小城,4室2厅,180平米,11000
20190504,松江,新桥,新乐名苑,3室2厅,129平米,3500
20190504,松江,新桥,海派青城,3室2厅,90平米,3800
20190504,松江,新桥,整租,·,30平米,2600
20190504,松江,新桥,整租,·,30平米,2600
20190504,松江,新桥,抱家公寓,翔展店,13-15平米,1200
20190504,松江,新桥,抱家公寓,翔展店,23-35平米,1700-1800
20190504,松江,新桥,抱家公寓,翔展店,25-30平米,1800
20190504,松江,新桥,抱家公寓,翔展店,南,1700-1800
20190504,松江,新桥,抱家公寓,翔展店,30-35平米,1900-2000
20190504,松江,新桥,抱家公寓,翔展店,东东南南西南西西北北东北,1300
20190504,松江,新桥,抱家公寓,翔展店,35-45平米,2200-2300
20190504,松江,新桥,上海家天下花园,4室2厅,178平米,10000
20190504,松江,新桥,星星公寓,你我他时尚公寓,西南,1250
20190504,松江,新桥,星星公寓,你我他时尚公寓,18平米,1050
20190504,松江,新桥,绿城兰园,7室2厅,308平米,14500
20190504,松江,新桥,抱家公寓,翔展店,35-40平米,2000
20190504,松江,新桥,绿城兰园,4室2厅,324平米,20000
20190504,松江,新桥,合租,·,20平米,1500
20190504,松江,新桥,润景苑,2室1厅,62平米,3000
20190504,松江,新桥,润景苑,3室0厅,86平米,3600
20190504,松江,新桥,晨星四季苑,3室2厅,122平米,4000
20190504,松江,新桥,海派青城,3室2厅,101平米,3800
20190504,松江,新桥,协和海琴花园,4室1厅,196平米,6000
20190504,松江,新桥,新桥商苑,4室2厅,123平米,5200
20190504,松江,新桥,明月清泉南园,4室2厅,226平米,6500
20190504,松江,新桥,合生国际花园,隶属洞泾,164平米,5000
20190504,松江,新桥,合租,·,12平米,900
20190504,松江,新桥,合租,·,18平米,1200
20190504,松江,新桥,平台认证机构,新桥镇店,1室0厅1卫,1200
20190504,松江,新桥,合租,·,30平米,1379
20190504,松江,新桥,合租,·,16平米,1396
20190504,松江,新桥,合生国际花园,隶属洞泾,164平米,8000
20190504,松江,新桥,整租,·,259平米,15000
20190504,松江,新桥,合租,·,18平米,1100
20190504,松江,新桥,合租,·,16平米,1400
20190504,松江,新桥,整租,·,265平米,15000
20190504,松江,新桥,合租,·,18平米,1350
20190504,松江,新桥,晨星小区,2室1厅,92平米,3600
20190504,松江,新桥,整租,·,337平米,20000
20190504,松江,新桥,职业房东,新桥店,18平米,1480
20190504,松江,新桥,合租,·,16平米,1050
20190504,松江,新桥,欣德花苑,3室2厅,129平米,4500
20190504,松江,新桥,平台认证机构,新桥镇店,1室0厅1卫,1500
20190504,松江,新桥,整租,·,40平米,2750
20190504,松江,新桥,合租,·,20平米,1400
20190504,松江,新桥,合租,·,18平米,1200
20190504,松江,新桥,新桥首府,3室2厅,136平米,4600
20190504,松江,新桥,合租,·,20平米,1108
20190504,松江,新桥,合租,·,20平米,1056
20190504,松江,新桥,合生国际花园,3室2厅,160平米,7000
20190504,松江,新桥,合租,·,18平米,1576
20190504,松江,新桥,合租,·,12平米,1150
20190504,松江,新桥,英郡雷丁小城,位于松江漕河泾开发区商圈,218平米,7000
20190504,松江,新桥,合租,·,22平米,1165
20190504,松江,新桥,合租,·,16平米,1072
20190504,松江,新桥,合租,·,14平米,890
20190504,松江,新桥,合租,·,18平米,1000
20190504,松江,新桥,整租,·,170平米,10000
20190504,松江,新桥,合租,·,18平米,1400
20190504,松江,新桥,合租,·,18平米,1100
20190504,松江,新桥,合租,·,18平米,1000
20190504,松江,新桥,合租,·,12平米,980
20190504,松江,新桥,合租,·,16平米,1100
20190504,松江,新桥,合租,·,15平米,1100
20190504,松江,新桥,英郡雷丁小城,3室2厅,218平米,7500
20190504,松江,新桥,合租,·,18平米,1310
20190504,松江,新桥,海派青城,2室1厅,86平米,5000
20190504,松江,新桥,晨星东区,3室2厅,116平米,3500
20190504,松江,新桥,晨星四季苑,1室1厅,54平米,2100
20190504,松江,新桥,海派青城,2室1厅,86平米,4500
20190504,松江,新桥,合租,·,12平米,900
20190504,松江,新桥,合租,·,30平米,1300
20190504,松江,新桥,合租,·,14平米,1000
20190504,松江,新桥,合租,·,18平米,1295
20190504,松江,新桥,合租,·,14平米,1056
20190504,松江,新桥,合租,·,13平米,1295
20190504,松江,新桥,合租,·,14平米,1037
20190504,松江,新桥,合租,·,13平米,1420
20190504,松江,新桥,合租,·,20平米,1382
20190504,松江,新桥,合租,·,20平米,1265
20190504,松江,新桥,合租,·,25平米,1037
20190504,松江,新桥,合租,·,18平米,1295
20190504,松江,新桥,合租,·,13平米,1174
20190504,松江,新桥,整租,·,188平米,6800
20190504,松江,新桥,整租,·,190平米,10000
20190504,松江,新桥,合租,·,16平米,1343
20190504,松江,新桥,合租,·,14平米,1229
20190504,松江,新桥,整租,·,506平米,15000
20190504,松江,新桥,长泰西郊,隶属洞泾,556平米,15000
20190504,松江,新桥,英郡雷丁小城,位于松江漕河泾开发区商圈,217平米,12000
20190504,松江,新桥,合生国际花园,隶属洞泾,193平米,5500
20190504,松江,新桥,合租,·,16平米,1396
20190504,松江,新桥,合租,·,17平米,1100
20190504,松江,新桥,合租,·,20平米,1300
20190504,松江,新桥,合租,·,15平米,1051
20190504,松江,新桥,合租,·,15平米,930
20190504,松江,新桥,绿城兰园,4房间2卫,145平米,6500
20190504,松江,新桥,合租,·,15平米,1226
20190504,松江,新桥,合租,·,15平米,1468
20190504,松江,新桥,合租,·,15平米,1225
20190504,松江,新桥,合租,·,15平米,1050
20190504,松江,新桥,合租,·,15平米,1220
20190504,松江,新桥,合租,·,20平米,1255
20190504,松江,新桥,合租,·,18平米,1199
20190504,松江,新桥,合租,·,15平米,1160
20190504,松江,新桥,合租,·,17平米,1340
20190504,松江,新桥,合租,·,12平米,1050
20190504,松江,新桥,合租,·,12平米,1050
20190504,松江,新桥,合租,·,16平米,1190
20190504,松江,新桥,合租,·,10平米,930
20190504,松江,新桥,合租,·,14平米,1050
20190504,松江,新桥,合租,·,14平米,1042
20190504,松江,新桥,合租,·,12平米,950
20190504,松江,新桥,合租,·,12平米,903
20190504,松江,新桥,合租,·,17平米,1180
20190504,松江,新桥,合租,·,12平米,1040
20190504,松江,新桥,合租,·,17平米,1450
20190504,松江,新桥,合租,·,13平米,995
20190504,松江,新桥,合租,·,13平米,1350
20190504,松江,新桥,合租,·,20平米,1585
20190504,松江,新桥,合租,·,12平米,950
20190504,松江,新桥,合租,·,18平米,1420
20190504,松江,新桥,合租,·,10平米,1037
20190504,松江,新桥,合租,·,12平米,1174
20190504,松江,新桥,合租,·,20平米,1293
20190504,松江,新桥,合租,·,10平米,1098
20190504,松江,新桥,合租,·,20平米,1293
20190504,松江,新桥,合租,·,18平米,1037
20190504,松江,新桥,合租,·,16平米,1295
20190504,松江,新桥,合租,·,10平米,1056
20190504,松江,新桥,合租,·,20平米,1320
20190504,松江,新桥,合租,·,22平米,1440
20190504,松江,新桥,合租,·,18平米,1106
20190504,松江,新桥,合租,·,28平米,1386
20190504,松江,新桥,合租,·,18平米,1196
20190504,松江,新桥,合租,·,30平米,890
20190504,松江,新桥,合租,·,18平米,900
20190504,松江,新桥,合租,·,25平米,1226
20190504,松江,新桥,合租,·,18平米,1068
20190504,松江,新桥,合租,·,14平米,958
20190504,松江,新桥,整租,·,60平米,2700
20190504,松江,新桥,整租,·,40平米,2900
20190504,松江,新桥,万宇阳光苑,2室1厅,77平米,3400
20190504,松江,新桥,城家公寓,上海松江联阳路社区,北,1400
20190504,松江,新桥,城家公寓,上海松江联阳路社区,北,1400
20190504,松江,新桥,城家公寓,上海松江联阳路社区,北,1900
20190504,松江,新桥,城家公寓,上海松江联阳路社区,南,2350
20190504,松江,新桥,城家公寓,上海松江联阳路社区,南,1350
20190504,松江,新桥,城家公寓,上海松江联阳路社区,北,1900
20190504,松江,新桥,城家公寓,上海松江联阳路社区,南,1350
20190504,松江,新桥,城家公寓,上海松江联阳路社区,南,2350
20190504,松江,新桥,城家公寓,上海松江联阳路社区,南,2350
20190504,松江,新桥,海派青城,1室1厅,44平米,2800
