20190504,松江,叶榭,新源人家 2室1厅 146万,146万,新源人家  | 2室1厅 | 81.28平米 | 南 北 | 毛坯,https://image1.ljcdn.com/310000-inspection/prod-51543dbe-e839-4496-9079-aaecaa52be97.jpg.296x216.jpg
20190504,松江,叶榭,新源人家 2室2厅 160万,160万,新源人家  | 2室2厅 | 79.92平米 | 南 | 精装,https://image1.ljcdn.com/310000-inspection/prod-7148dfd6-a16c-4dd1-9e2a-7163470c6c5d.jpg.296x216.jpg
