20190504,杨浦,东外滩,内环内，滨江板块，满五唯一，近渔人码头，带产权车位,676万,圣骊河滨苑  | 2室2厅 | 83.31平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-27dde02f-18b3-41a3-9f1f-63b8fd3973a1.jpg.296x216.jpg
20190504,杨浦,东外滩,双南户型 厅朝南 随时看房  视野无遮挡 通风好,780万,滨江晶典  | 2室2厅 | 90.85平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-80f4df20-0cee-4ffb-9751-71a4e25e2cf5.jpg.296x216.jpg
20190504,杨浦,东外滩,必看好房  满五年，一梯两户，楼层好，视野宽广南北通,482万,全家福家园  | 2室2厅 | 72.9平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-801c954b-5d6d-4cb0-976d-d3c63f1370e5.jpg.296x216.jpg
20190504,杨浦,东外滩,朝南一门关精装修好房，楼层比较好，看房随时约,178万,眉州路515弄  | 1室1厅 | 30.51平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/34d72755-591a-46f2-b953-f5ae54e8c9b7.png.280x210.jpg
20190504,杨浦,东外滩,圣骊名苑 2室2厅 660万,660万,圣骊名苑  | 2室2厅 | 80.18平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-734e0aaa-a3e1-41a9-ae5e-05d1068c89bb.png.296x216.jpg
20190504,杨浦,东外滩,内环内大两房可改三房，拎包入住，双南双阳台一梯两户房主自荐,556万,荣丰花园  | 2室2厅 | 92.55平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c1a32499-6959-4557-8d88-c93082996862.png.296x216.jpg
20190504,杨浦,东外滩,结婚装修，拎包入住，双南户型，采光冲足！交通便利,628万,长阳新苑  | 2室2厅 | 86.45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-bbac571a-8ae0-4312-9216-ccbf64a80173.jpg.296x216.jpg
20190504,杨浦,东外滩,东外滩  内环内 配套齐全 滨江版块  诚心出售,166万,眉州路515弄  | 1室0厅 | 30.51平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-66f424d4-3a68-46c0-84a6-a2ac8392a3fb.jpg.296x216.jpg
20190504,杨浦,东外滩,12年次新小区、满五唯一 齐/一 渔人码头、江浦公园,720万,圣骊河滨苑  | 2室1厅 | 85.84平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-8c6eee1a-3d2a-434e-891d-5ce0b2ad1746.png.296x216.jpg
20190504,杨浦,东外滩,小区地段好 、紧靠渔人码头、滨江沿线 ，小户型,200万,龙江路130弄  | 1室1厅 | 30.05平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0125f691-1412-48d2-bcaa-f7632652c22e.png.296x216.jpg
20190504,杨浦,东外滩,杨浦东外滩12号线地铁口一房，三楼朝南带阳台,340万,荣丰花园  | 1室1厅 | 52.45平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e7b56e96-d49a-483c-ab3d-f4e4a95fe127.png.296x216.jpg
20190504,杨浦,东外滩,内环滨江板块，地铁口新出笋盘，满五唯一，少税房主自荐,675万,锦杨苑  | 2室2厅 | 93.35平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b9f630d9-1ec4-47e9-9d5b-ff033b35ac46.jpg.296x216.jpg
20190504,杨浦,东外滩,南北大三房+视野开阔+地铁口交通方便+满五唯一无个税,936万,平盛苑  | 3室2厅 | 146.16平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c0094413-a236-4495-9b19-d261dd00a062.jpg.296x216.jpg
20190504,杨浦,东外滩,满五唯一，带车位，小区中间位置，南卧北卧，视野开阔房主自荐,800万,圣骊河滨苑  | 2室2厅 | 101.87平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-35aae5a6-c0cc-4b11-8d1f-945c34b48acf.png.296x216.jpg
20190504,杨浦,东外滩,内环内滨江旁 满五年唯一 钥匙房源随时看,550万,联升大厦  | 2室1厅 | 118.18平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-97f106c6-dfe0-4ea9-a82e-8c52f3ccb52d.png.296x216.jpg
20190504,杨浦,东外滩,东外滩 内环内 滨江版块 小户型 总价低,240万,眉州路515弄  | 1室1厅 | 36.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5b8e0622-8554-4755-8622-c06fe45e6e79.jpg.296x216.jpg
20190504,杨浦,东外滩,内环内 滨江版块 小户型诚心出售新上,350万,百兴花园  | 1室1厅 | 49.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1f430216-263e-4169-b9a7-59d6326f62c3.jpg.296x216.jpg
20190504,杨浦,东外滩,精装两居地铁沿线+价格美丽因房子小换大天地房主自荐,595万,全家福家园  | 2室2厅 | 96.04平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-edcf18ff-19a2-409d-8e08-b7055f7e3810.jpg.296x216.jpg
20190504,杨浦,东外滩,辽海小区 2室1厅 580万新上,580万,辽海小区  | 2室1厅 | 77.8平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-342b13f9-c6fb-43df-ac72-74693b3c084c.jpg.296x216.jpg
20190504,杨浦,东外滩,高区楼层 视野开阔 百联滨江旁边,180万,眉州路515弄  | 1室0厅 | 35.43平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9ae85a90-6674-4295-beab-e4fe88b0d98f.png.296x216.jpg
20190504,杨浦,东外滩,此房南北.格局方正，视野开阔，阳光充足.近地铁新上,580万,荣丰花园  | 2室2厅 | 86.62平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ea9a56df-e710-47fb-a68a-f6a91fa7288b.jpg.296x216.jpg
