20190504,松江,九亭,奥林匹克花园,40992元/m2,81套在售二手房
20190504,松江,九亭,绿庭尚城,41626元/m2,49套在售二手房
20190504,松江,九亭,九城湖滨国际,45033元/m2,44套在售二手房
20190504,松江,九亭,青春驿站,43453元/m2,19套在售二手房
20190504,松江,九亭,美丽星城,39105元/m2,17套在售二手房
20190504,松江,九亭,象屿名城,43885元/m2,19套在售二手房
20190504,松江,九亭,上海源花城,37090元/m2,24套在售二手房
20190504,松江,九亭,金丰蓝庭,37770元/m2,17套在售二手房
20190504,松江,九亭,英伦风尚(公寓),40057元/m2,28套在售二手房
20190504,松江,九亭,九亭苑,36556元/m2,9套在售二手房
20190504,松江,九亭,朗庭上郡苑(公寓),38685元/m2,15套在售二手房
20190504,松江,九亭,贝尚湾(公寓),51582元/m2,45套在售二手房
20190504,松江,九亭,象屿都城,37511元/m2,34套在售二手房
20190504,松江,九亭,中大九里德(公寓),41266元/m2,24套在售二手房
20190504,松江,九亭,颐亭花园(公寓),38411元/m2,13套在售二手房
20190504,松江,九亭,三盛颐景园(公寓),37475元/m2,30套在售二手房
20190504,松江,九亭,知雅汇(公寓),38152元/m2,32套在售二手房
20190504,松江,九亭,摩卡小城,41214元/m2,13套在售二手房
20190504,松江,九亭,象屿品城,35854元/m2,19套在售二手房
20190504,松江,九亭,贝尚湾(别墅),56162元/m2,0套在售二手房
20190504,松江,九亭,新虹桥首府(公寓),41644元/m2,23套在售二手房
20190504,松江,九亭,亭汇花苑,38211元/m2,8套在售二手房
20190504,松江,九亭,嘉和阳光城,43616元/m2,15套在售二手房
20190504,松江,九亭,五洲云景花苑,39369元/m2,10套在售二手房
20190504,松江,九亭,国亭花苑,36393元/m2,13套在售二手房
20190504,松江,九亭,枫桥丽舍,35604元/m2,5套在售二手房
20190504,松江,九亭,颐亭花园(别墅),37207元/m2,1套在售二手房
20190504,松江,九亭,英伦风尚(别墅),42895元/m2,0套在售二手房
20190504,松江,九亭,上海诗林(公寓),31058元/m2,7套在售二手房
20190504,松江,九亭,沪亭苑,34721元/m2,4套在售二手房
20190504,松江,九亭,九亭苑,36556元/m2,9套在售二手房
20190504,松江,九亭,紫金花园,32720元/m2,9套在售二手房
20190504,松江,九亭,九亭家园,33645元/m2,3套在售二手房
20190504,松江,九亭,依云郡(别墅),55721元/m2,9套在售二手房
20190504,松江,九亭,枫桥丽舍,35604元/m2,5套在售二手房
20190504,松江,九亭,国亭花苑,36393元/m2,13套在售二手房
20190504,松江,九亭,上海诗林(公寓),31058元/m2,7套在售二手房
20190504,松江,九亭,三元公寓,36989元/m2,3套在售二手房
20190504,松江,九亭,复地爱伦坡,56934元/m2,2套在售二手房
20190504,松江,九亭,九洲大唐花园,44230元/m2,4套在售二手房
20190504,松江,九亭,复地九月,45350元/m2,2套在售二手房
20190504,松江,九亭,沪亭苑,34721元/m2,4套在售二手房
20190504,松江,九亭,御泓苑,49181元/m2,8套在售二手房
20190504,松江,九亭,亭园,41113元/m2,5套在售二手房
20190504,松江,九亭,良隆园,33832元/m2,4套在售二手房
20190504,松江,九亭,英国会,30452元/m2,5套在售二手房
20190504,松江,九亭,颐亭花园(别墅),37207元/m2,1套在售二手房
20190504,松江,九亭,海德公寓,34916元/m2,7套在售二手房
20190504,松江,九亭,新上海弄里人家,42150元/m2,6套在售二手房
20190504,松江,九亭,汇贤阁(公寓),43802元/m2,5套在售二手房
20190504,松江,九亭,九亭明珠苑(别墅),33505元/m2,2套在售二手房
20190504,松江,九亭,新虹桥首府(别墅),47183元/m2,1套在售二手房
20190504,松江,九亭,上海诗林(别墅),45062元/m2,2套在售二手房
20190504,松江,九亭,英伦风尚(别墅),42895元/m2,0套在售二手房
20190504,松江,九亭,朗庭上郡苑(别墅),35687元/m2,4套在售二手房
20190504,松江,九亭,依云郡(公寓),41674元/m2,3套在售二手房
20190504,松江,九亭,夏州花园,49095元/m2,6套在售二手房
20190504,松江,九亭,新上海花园洋房,51189元/m2,1套在售二手房
20190504,松江,九亭,江南文化园,50258元/m2,0套在售二手房
20190504,松江,九亭,三盛颐景园(别墅),52792元/m2,1套在售二手房
20190504,松江,九亭,伴亭路6弄,暂无,0套在售二手房
20190504,松江,九亭,涞坊路613号,暂无,0套在售二手房
20190504,松江,九亭,九润商务大厦(松江),暂无,0套在售二手房
20190504,松江,九亭,开天公寓,30887元/m2,1套在售二手房
20190504,松江,九亭,九亭大街525弄,27842元/m2,0套在售二手房
20190504,松江,九亭,国亭南苑,41568元/m2,0套在售二手房
20190504,松江,九亭,亭福小区,29017元/m2,0套在售二手房
20190504,松江,九亭,沪亭北路575弄10号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路719，721号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街249号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路54号,暂无,0套在售二手房
20190504,松江,九亭,亭知路713号,暂无,0套在售二手房
20190504,松江,九亭,淀浦河路209号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1399弄88号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1458-1460号,暂无,0套在售二手房
20190504,松江,九亭,涞亭南路235号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1093号,暂无,0套在售二手房
20190504,松江,九亭,博安路16号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街562号,暂无,0套在售二手房
20190504,松江,九亭,九新公路33弄15号,暂无,0套在售二手房
20190504,松江,九亭,盛龙路800号,暂无,0套在售二手房
20190504,松江,九亭,同利路19号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街283号,暂无,0套在售二手房
20190504,松江,九亭,易富路46号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街316号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1222号,暂无,0套在售二手房
20190504,松江,九亭,龙悦小区二区,暂无,0套在售二手房
20190504,松江,九亭,涞寅路26号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街55号,暂无,0套在售二手房
20190504,松江,九亭,沪亭南路182号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1399弄241号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路2000号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路975号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路958号,暂无,0套在售二手房
20190504,松江,九亭,亭知路290号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街766号,暂无,0套在售二手房
20190504,松江,九亭,亭知路681号,暂无,0套在售二手房
20190504,松江,九亭,九新公路154、156号,暂无,0套在售二手房
20190504,松江,九亭,九新公路11弄3号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街411号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街554号,暂无,0套在售二手房
20190504,松江,九亭,九亭镇556弄18号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街742号,暂无,0套在售二手房
20190504,松江,九亭,九新公路33弄29号,暂无,0套在售二手房
20190504,松江,九亭,九新公路180弄158号,暂无,0套在售二手房
20190504,松江,九亭,九新公路68-70号,暂无,0套在售二手房
20190504,松江,九亭,九新公路11弄11号,暂无,0套在售二手房
20190504,松江,九亭,九新公路168号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街855号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街433号,暂无,0套在售二手房
20190504,松江,九亭,九新公路194号,暂无,0套在售二手房
20190504,松江,九亭,九新公路180弄9号,暂无,0套在售二手房
20190504,松江,九亭,九新公路418号,暂无,0套在售二手房
20190504,松江,九亭,九新公路33弄25号,暂无,0套在售二手房
20190504,松江,九亭,华亭茗苑,暂无,0套在售二手房
20190504,松江,九亭,雪家桥路1弄82号,暂无,0套在售二手房
20190504,松江,九亭,亭知路278号,暂无,0套在售二手房
20190504,松江,九亭,九谊路495号,暂无,0套在售二手房
20190504,松江,九亭,九泾路959号,暂无,0套在售二手房
20190504,松江,九亭,亭知路290号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街766号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1390弄102号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路755号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街562号,暂无,0套在售二手房
20190504,松江,九亭,九新公路33弄15号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路975号,暂无,0套在售二手房
20190504,松江,九亭,亭知路679号,暂无,0套在售二手房
20190504,松江,九亭,亭知路278号,暂无,0套在售二手房
20190504,松江,九亭,九谊路495号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街43号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街283号,暂无,0套在售二手房
20190504,松江,九亭,易富路46号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街316号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街566号,暂无,0套在售二手房
20190504,松江,九亭,虬泾路671号,暂无,0套在售二手房
20190504,松江,九亭,盛龙路1155号,暂无,0套在售二手房
20190504,松江,九亭,朗亭路648号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1222号,暂无,0套在售二手房
20190504,松江,九亭,龙悦小区二区,暂无,0套在售二手房
20190504,松江,九亭,涞寅路26号,暂无,0套在售二手房
20190504,松江,九亭,天鸿公馆,暂无,0套在售二手房
20190504,松江,九亭,九润商务大厦(松江),暂无,0套在售二手房
20190504,松江,九亭,九亭翠立商务中心,暂无,0套在售二手房
20190504,松江,九亭,桃园苑别墅,暂无,0套在售二手房
20190504,松江,九亭,伴亭路889弄,暂无,0套在售二手房
20190504,松江,九亭,九久花园,暂无,0套在售二手房
20190504,松江,九亭,星晨大厦,暂无,0套在售二手房
20190504,松江,九亭,龙洲苑,暂无,0套在售二手房
20190504,松江,九亭,兴联中心村,暂无,0套在售二手房
20190504,松江,九亭,沪亭南路212号,暂无,0套在售二手房
20190504,松江,九亭,朗亭路268号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路350号,暂无,0套在售二手房
20190504,松江,九亭,九新公路90弄3号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1399弄75号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1399弄105号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路522号,暂无,0套在售二手房
20190504,松江,九亭,同利路19号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路731号,暂无,0套在售二手房
20190504,松江,九亭,沪亭路78号,暂无,0套在售二手房
20190504,松江,九亭,繁荣苑,暂无,0套在售二手房
20190504,松江,九亭,博安路16号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1093号,暂无,0套在售二手房
20190504,松江,九亭,易安小区,暂无,0套在售二手房
20190504,松江,九亭,涞亭南路235号,暂无,0套在售二手房
20190504,松江,九亭,九谊路461号,暂无,0套在售二手房
20190504,松江,九亭,祈南路54弄25号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路568号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1424号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路733号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路881号,暂无,0套在售二手房
20190504,松江,九亭,沪亭南路299弄149号,暂无,0套在售二手房
20190504,松江,九亭,涞亭南路5号,暂无,0套在售二手房
20190504,松江,九亭,翠亭别墅,暂无,0套在售二手房
20190504,松江,九亭,涞寅路362号,暂无,0套在售二手房
20190504,松江,九亭,伴亭路6弄,暂无,0套在售二手房
20190504,松江,九亭,九亭大街55号,暂无,0套在售二手房
20190504,松江,九亭,华亭茗苑,暂无,0套在售二手房
20190504,松江,九亭,亭知路681号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路958号,暂无,0套在售二手房
20190504,松江,九亭,亭知路712号,暂无,0套在售二手房
20190504,松江,九亭,九新公路58弄16号,暂无,0套在售二手房
20190504,松江,九亭,沪松公路1399号,暂无,0套在售二手房
20190504,松江,九亭,涞寅路48号,暂无,0套在售二手房
20190504,松江,九亭,九谊路475号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街501号,暂无,0套在售二手房
20190504,松江,九亭,九谊路498号,暂无,0套在售二手房
20190504,松江,九亭,金丰蓝庭广场,暂无,0套在售二手房
20190504,松江,九亭,虬泾路559弄,暂无,0套在售二手房
20190504,松江,九亭,悦景苑,50780元/m2,1套在售二手房
20190504,松江,九亭,亭知路220号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路363号,暂无,0套在售二手房
20190504,松江,九亭,亭知路322号,暂无,0套在售二手房
20190504,松江,九亭,虬泾路549弄1号,暂无,0套在售二手房
20190504,松江,九亭,九亭大街291弄1号,暂无,0套在售二手房
20190504,松江,九亭,新虹桥首府(别墅),47183元/m2,1套在售二手房
20190504,松江,九亭,亭知路799号,暂无,0套在售二手房
20190504,松江,九亭,亭知路324号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路349号,暂无,0套在售二手房
20190504,松江,九亭,江南文化园,50258元/m2,0套在售二手房
20190504,松江,九亭,涞坊路387号,暂无,0套在售二手房
20190504,松江,九亭,九谊路477号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路575弄2-6号,暂无,0套在售二手房
20190504,松江,九亭,江南文化园,50258元/m2,0套在售二手房
20190504,松江,九亭,沪亭北路637弄3号,暂无,0套在售二手房
20190504,松江,九亭,沪亭北路647号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路349号,暂无,0套在售二手房
20190504,松江,九亭,龙悦小区,暂无,0套在售二手房
20190504,松江,九亭,浦汇路178弄1号,暂无,0套在售二手房
20190504,松江,九亭,复地爱伦坡(三期),暂无,1套在售二手房
20190504,松江,九亭,九新公路180弄12号,暂无,0套在售二手房
20190504,松江,九亭,秀森大厦,暂无,0套在售二手房
20190504,松江,九亭,九新商务大厦,暂无,0套在售二手房
20190504,松江,九亭,复地九月,45350元/m2,2套在售二手房
20190504,松江,九亭,半岛花园别墅,40842元/m2,1套在售二手房
20190504,松江,九亭,新上海花园洋房,51189元/m2,1套在售二手房
20190504,松江,九亭,旭辉纯真中心,40288元/m2,0套在售二手房
20190504,松江,九亭,汇贤阁(别墅),52758元/m2,2套在售二手房
20190504,松江,九亭,涞坊路1019号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1005号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1007号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1003号,暂无,0套在售二手房
20190504,松江,九亭,涞坊路1021号,暂无,0套在售二手房
20190504,松江,九亭,亭园大厦,暂无,0套在售二手房
20190504,松江,九亭,港欣小区,暂无,1套在售二手房
20190504,松江,九亭,九亭教师楼,32565元/m2,1套在售二手房
20190504,松江,九亭,上海诗林(别墅),45062元/m2,2套在售二手房
20190504,松江,九亭,嘉和阳光大厦,暂无,0套在售二手房
20190504,松江,九亭,新上海弄里人家,42150元/m2,6套在售二手房
20190504,松江,九亭,夏州花园,49095元/m2,6套在售二手房
20190504,松江,九亭,英国会,30452元/m2,5套在售二手房
20190504,松江,九亭,涞坊路556弄,暂无,0套在售二手房
20190504,松江,九亭,复地富顿街区,39081元/m2,2套在售二手房
20190504,松江,九亭,三盛颐景园(别墅),52792元/m2,1套在售二手房
20190504,松江,九亭,鑫山汇众苑,49634元/m2,3套在售二手房
20190504,松江,九亭,沪亭小区,34422元/m2,1套在售二手房
20190504,松江,九亭,亭中路1号,28716元/m2,1套在售二手房
20190504,松江,九亭,知雅汇(别墅),34311元/m2,2套在售二手房
20190504,松江,九亭,云润家园,36145元/m2,5套在售二手房
