20190504,长宁,镇宁路,华敏世纪广场,83204元/m2,10套在售二手房
20190504,长宁,镇宁路,镇宁路465弄,76963元/m2,23套在售二手房
20190504,长宁,镇宁路,华山花苑,71844元/m2,14套在售二手房
20190504,长宁,镇宁路,东方剑桥,106225元/m2,6套在售二手房
20190504,长宁,镇宁路,东诸安浜路158弄,75170元/m2,5套在售二手房
20190504,长宁,镇宁路,畅园,96448元/m2,4套在售二手房
20190504,长宁,镇宁路,金桥花园,76344元/m2,5套在售二手房
20190504,长宁,镇宁路,东方雅苑,93679元/m2,3套在售二手房
20190504,长宁,镇宁路,嘉里华庭,111436元/m2,11套在售二手房
20190504,长宁,镇宁路,汤臣怡园,139857元/m2,3套在售二手房
20190504,长宁,镇宁路,兰庭,147514元/m2,2套在售二手房
20190504,长宁,镇宁路,镇宁路405弄,70752元/m2,6套在售二手房
20190504,长宁,镇宁路,东浜小区,78274元/m2,5套在售二手房
20190504,长宁,镇宁路,愚园路750弄,59659元/m2,4套在售二手房
20190504,长宁,镇宁路,兴国大厦,79317元/m2,2套在售二手房
20190504,长宁,镇宁路,北汪小区,73955元/m2,5套在售二手房
20190504,长宁,镇宁路,江苏路499弄,75912元/m2,7套在售二手房
20190504,长宁,镇宁路,荣轩,79723元/m2,6套在售二手房
20190504,长宁,镇宁路,新海小区(长宁),93292元/m2,12套在售二手房
20190504,长宁,镇宁路,总统公寓,75541元/m2,5套在售二手房
20190504,长宁,镇宁路,申亚瑞庭,114975元/m2,1套在售二手房
20190504,长宁,镇宁路,政宁小区,82585元/m2,4套在售二手房
20190504,长宁,镇宁路,尚泰里,87634元/m2,8套在售二手房
20190504,长宁,镇宁路,华东化工大厦,59995元/m2,7套在售二手房
20190504,长宁,镇宁路,兴国路244弄49支弄,103849元/m2,0套在售二手房
20190504,长宁,镇宁路,江华小区,93595元/m2,2套在售二手房
20190504,长宁,镇宁路,兴国路372弄,暂无,1套在售二手房
20190504,长宁,镇宁路,金凤大厦,77856元/m2,1套在售二手房
20190504,长宁,镇宁路,丁香大楼,96458元/m2,5套在售二手房
20190504,长宁,镇宁路,东诸安浜路75弄,78182元/m2,3套在售二手房
20190504,长宁,镇宁路,丹枫苑,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路750弄,59659元/m2,4套在售二手房
20190504,长宁,镇宁路,兴国路244弄49支弄,103849元/m2,0套在售二手房
20190504,长宁,镇宁路,延安西路548弄60支弄,71157元/m2,4套在售二手房
20190504,长宁,镇宁路,泰安路125弄,89661元/m2,5套在售二手房
20190504,长宁,镇宁路,江华机电大楼,82090元/m2,2套在售二手房
20190504,长宁,镇宁路,愚园路749弄,69230元/m2,2套在售二手房
20190504,长宁,镇宁路,天星公寓(长宁),62852元/m2,0套在售二手房
20190504,长宁,镇宁路,兴星公寓,65845元/m2,0套在售二手房
20190504,长宁,镇宁路,昭化东路82弄,112552元/m2,2套在售二手房
20190504,长宁,镇宁路,虹康御华园,101535元/m2,1套在售二手房
20190504,长宁,镇宁路,江华小区,93595元/m2,2套在售二手房
20190504,长宁,镇宁路,金凤大厦,77856元/m2,1套在售二手房
20190504,长宁,镇宁路,金龙大厦,68790元/m2,0套在售二手房
20190504,长宁,镇宁路,淮海别墅,101010元/m2,0套在售二手房
20190504,长宁,镇宁路,镇宁路545弄,71249元/m2,4套在售二手房
20190504,长宁,镇宁路,兴国路372弄,暂无,1套在售二手房
20190504,长宁,镇宁路,卫乐园,172768元/m2,1套在售二手房
20190504,长宁,镇宁路,东诸安浜路75弄,78182元/m2,3套在售二手房
20190504,长宁,镇宁路,锦园,143443元/m2,0套在售二手房
20190504,长宁,镇宁路,兴国鸣园,暂无,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路63号,70903元/m2,1套在售二手房
20190504,长宁,镇宁路,嘉豪苑,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路489弄,98312元/m2,0套在售二手房
20190504,长宁,镇宁路,昭化东路77弄,109190元/m2,1套在售二手房
20190504,长宁,镇宁路,比利华公寓,暂无,0套在售二手房
20190504,长宁,镇宁路,登云公寓,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路200弄,98259元/m2,2套在售二手房
20190504,长宁,镇宁路,曹家堰路150号,77029元/m2,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路65号,69142元/m2,0套在售二手房
20190504,长宁,镇宁路,华山路1006弄,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2018号,暂无,0套在售二手房
20190504,长宁,镇宁路,忆定村,暂无,0套在售二手房
20190504,长宁,镇宁路,华山路1100弄,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路73号,92282元/m2,0套在售二手房
20190504,长宁,镇宁路,世界花园别墅,暂无,0套在售二手房
20190504,长宁,镇宁路,武定西路1251弄,72992元/m2,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路91弄,86072元/m2,0套在售二手房
20190504,长宁,镇宁路,渔光邨,93811元/m2,0套在售二手房
20190504,长宁,镇宁路,兴国路244弄,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路865弄,暂无,1套在售二手房
20190504,长宁,镇宁路,东诸安浜路67号,82239元/m2,1套在售二手房
20190504,长宁,镇宁路,兴国路322号,暂无,2套在售二手房
20190504,长宁,镇宁路,昭化东路69号,114559元/m2,1套在售二手房
20190504,长宁,镇宁路,泰安路109弄,88208元/m2,1套在售二手房
20190504,长宁,镇宁路,昭化东路203号,77111元/m2,0套在售二手房
20190504,长宁,镇宁路,湖南路579弄,66772元/m2,0套在售二手房
20190504,长宁,镇宁路,昭化东路209号,118465元/m2,0套在售二手房
20190504,长宁,镇宁路,愚园路744弄,暂无,0套在售二手房
20190504,长宁,镇宁路,严家花园,暂无,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路59号,85920元/m2,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路61号,75549元/m2,0套在售二手房
20190504,长宁,镇宁路,亦村,134529元/m2,0套在售二手房
20190504,长宁,镇宁路,兴国路320号,暂无,1套在售二手房
20190504,长宁,镇宁路,兴国路356号,178970元/m2,0套在售二手房
20190504,长宁,镇宁路,江苏路237弄,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2054号甲,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路58号,暂无,0套在售二手房
20190504,长宁,镇宁路,华山路1473号,暂无,0套在售二手房
20190504,长宁,镇宁路,武定西路1223号,暂无,0套在售二手房
20190504,长宁,镇宁路,镇宁路275弄,暂无,0套在售二手房
20190504,长宁,镇宁路,兴国路300号,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路838弄,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2000号,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2052号,暂无,0套在售二手房
20190504,长宁,镇宁路,江苏路285弄,141294元/m2,0套在售二手房
20190504,长宁,镇宁路,华敏翰尊国际,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路745号,164835元/m2,0套在售二手房
20190504,长宁,镇宁路,武定西路1335号,暂无,0套在售二手房
20190504,长宁,镇宁路,佳都大厦,暂无,0套在售二手房
20190504,长宁,镇宁路,镇宁路225,227号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路688弄2号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路570号,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路嘉春753号,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路727号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路503号,70803元/m2,0套在售二手房
20190504,长宁,镇宁路,延安西路504号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路564号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路642号,暂无,0套在售二手房
20190504,长宁,镇宁路,江苏路579号,暂无,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路154号,暂无,0套在售二手房
20190504,长宁,镇宁路,华山路1531号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路646号,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路119号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路648号,暂无,0套在售二手房
20190504,长宁,镇宁路,泰安路77号,暂无,0套在售二手房
20190504,长宁,镇宁路,兴国路272弄,暂无,0套在售二手房
20190504,长宁,镇宁路,镇宁路391号,暂无,0套在售二手房
20190504,长宁,镇宁路,世界花园别墅,暂无,0套在售二手房
20190504,长宁,镇宁路,镇宁路357号,暂无,0套在售二手房
20190504,长宁,镇宁路,兴国路75号,暂无,0套在售二手房
20190504,长宁,镇宁路,万航渡路550号,暂无,0套在售二手房
20190504,长宁,镇宁路,兴国路372弄1号,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路209号,118465元/m2,0套在售二手房
20190504,长宁,镇宁路,愚园路851号,暂无,0套在售二手房
20190504,长宁,镇宁路,延安西路548弄80号,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路744弄,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路838弄,暂无,0套在售二手房
20190504,长宁,镇宁路,丹枫苑,暂无,0套在售二手房
20190504,长宁,镇宁路,昭化东路77弄,109190元/m2,1套在售二手房
20190504,长宁,镇宁路,华山路1461弄,暂无,0套在售二手房
20190504,长宁,镇宁路,武定西路1251弄,72992元/m2,0套在售二手房
20190504,长宁,镇宁路,延安西路548弄60支弄,71157元/m2,4套在售二手房
20190504,长宁,镇宁路,锦园,143443元/m2,0套在售二手房
20190504,长宁,镇宁路,武定西路1267号,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2000号,暂无,0套在售二手房
20190504,长宁,镇宁路,王子晶品,78967元/m2,0套在售二手房
20190504,长宁,镇宁路,淮海中路1968号,暂无,0套在售二手房
20190504,长宁,镇宁路,兴国路244弄,暂无,0套在售二手房
20190504,长宁,镇宁路,江华机电大楼,82090元/m2,2套在售二手房
20190504,长宁,镇宁路,延安西路489弄,98312元/m2,0套在售二手房
20190504,长宁,镇宁路,愚园路909弄,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路718弄,暂无,0套在售二手房
20190504,长宁,镇宁路,华山路1006弄,暂无,0套在售二手房
20190504,长宁,镇宁路,忆定村,暂无,0套在售二手房
20190504,长宁,镇宁路,兴星公寓,65845元/m2,0套在售二手房
20190504,长宁,镇宁路,淮海中路2052号,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2048弄,暂无,0套在售二手房
20190504,长宁,镇宁路,兴国路318弄,暂无,0套在售二手房
20190504,长宁,镇宁路,亦村,134529元/m2,0套在售二手房
20190504,长宁,镇宁路,华山路1100弄,暂无,0套在售二手房
20190504,长宁,镇宁路,淮海中路2038号,暂无,0套在售二手房
20190504,长宁,镇宁路,愚园路865弄,暂无,1套在售二手房
20190504,长宁,镇宁路,愚园书香公寓,83761元/m2,1套在售二手房
20190504,长宁,镇宁路,东诸安浜路67号,82239元/m2,1套在售二手房
20190504,长宁,镇宁路,东诸安浜路63号,70903元/m2,1套在售二手房
20190504,长宁,镇宁路,兴国路320号,暂无,1套在售二手房
20190504,长宁,镇宁路,金龙大厦,68790元/m2,0套在售二手房
20190504,长宁,镇宁路,东诸安浜路91弄,86072元/m2,0套在售二手房
20190504,长宁,镇宁路,虹康御华园,101535元/m2,1套在售二手房
