20190504,虹口,临平路,瑞虹新城二期(优贤生活),89730元/m2,29套在售二手房
20190504,虹口,临平路,瑞虹新城(一期),78549元/m2,28套在售二手房
20190504,虹口,临平路,瑞虹新城璟庭,100406元/m2,22套在售二手房
20190504,虹口,临平路,香港丽园,68313元/m2,17套在售二手房
20190504,虹口,临平路,爱家豪庭,83088元/m2,8套在售二手房
20190504,虹口,临平路,浦江名邸,67000元/m2,8套在售二手房
20190504,虹口,临平路,瑞虹新城铭庭,97351元/m2,11套在售二手房
20190504,虹口,临平路,金轩大邸,65192元/m2,18套在售二手房
20190504,虹口,临平路,中信和平家园,88636元/m2,10套在售二手房
20190504,虹口,临平路,虹叶茗园,78001元/m2,9套在售二手房
20190504,虹口,临平路,瑞嘉苑,76554元/m2,6套在售二手房
20190504,虹口,临平路,中信虹港名庭,91153元/m2,15套在售二手房
20190504,虹口,临平路,瑞虹新城怡庭,106229元/m2,8套在售二手房
20190504,虹口,临平路,建邦16区,90935元/m2,15套在售二手房
20190504,虹口,临平路,紫虹嘉苑,77813元/m2,7套在售二手房
20190504,虹口,临平路,瑞虹新城(三期),85314元/m2,4套在售二手房
20190504,虹口,临平路,虹口现代公寓,68640元/m2,7套在售二手房
20190504,虹口,临平路,凯虹家园,68942元/m2,3套在售二手房
20190504,虹口,临平路,飘鹰花苑,69438元/m2,7套在售二手房
20190504,虹口,临平路,东方都市景苑,69058元/m2,4套在售二手房
20190504,虹口,临平路,瑞虹新城悦庭,114798元/m2,6套在售二手房
20190504,虹口,临平路,欧洲花园,69082元/m2,7套在售二手房
20190504,虹口,临平路,银欣花苑(虹口),55992元/m2,10套在售二手房
20190504,虹口,临平路,虹口典范,66843元/m2,5套在售二手房
20190504,虹口,临平路,晨林花苑,69964元/m2,4套在售二手房
20190504,虹口,临平路,新陆花苑,66148元/m2,5套在售二手房
20190504,虹口,临平路,中皇广场,65265元/m2,6套在售二手房
20190504,虹口,临平路,乾鸿苑,67896元/m2,3套在售二手房
20190504,虹口,临平路,海昌苑,67037元/m2,1套在售二手房
20190504,虹口,临平路,远虹大厦,61014元/m2,7套在售二手房
20190504,虹口,临平路,天宝绿洲,82225元/m2,1套在售二手房
20190504,虹口,临平路,大连小区,68818元/m2,7套在售二手房
20190504,虹口,临平路,宇泰景苑,85015元/m2,0套在售二手房
20190504,虹口,临平路,金殿苑,53748元/m2,1套在售二手房
20190504,虹口,临平路,润欣公寓,64666元/m2,3套在售二手房
20190504,虹口,临平路,国际公寓,78164元/m2,3套在售二手房
20190504,虹口,临平路,凯虹公寓,68474元/m2,1套在售二手房
20190504,虹口,临平路,海伦都市佳苑,90140元/m2,2套在售二手房
20190504,虹口,临平路,四联大厦,61026元/m2,2套在售二手房
20190504,虹口,临平路,垦业小区,68148元/m2,2套在售二手房
20190504,虹口,临平路,申工公寓,73810元/m2,1套在售二手房
20190504,虹口,临平路,申强公寓,56763元/m2,2套在售二手房
20190504,虹口,临平路,虹领公寓,79112元/m2,1套在售二手房
20190504,虹口,临平路,天星公寓(虹口),暂无,0套在售二手房
20190504,虹口,临平路,虹诚大厦,42899元/m2,2套在售二手房
20190504,虹口,临平路,海高苑,63054元/m2,3套在售二手房
20190504,虹口,临平路,金鑫怡苑,84580元/m2,1套在售二手房
20190504,虹口,临平路,虹临大厦,43403元/m2,3套在售二手房
20190504,虹口,临平路,建二公寓,70078元/m2,7套在售二手房
20190504,虹口,临平路,通海小区,67128元/m2,5套在售二手房
20190504,虹口,临平路,临平路250弄,74101元/m2,3套在售二手房
20190504,虹口,临平路,安得公寓,66188元/m2,4套在售二手房
20190504,虹口,临平路,远洋新村,61759元/m2,3套在售二手房
20190504,虹口,临平路,宏伦大厦,56638元/m2,1套在售二手房
20190504,虹口,临平路,平和大楼,61370元/m2,2套在售二手房
20190504,虹口,临平路,海伦大厦,47217元/m2,1套在售二手房
20190504,虹口,临平路,麒麟大厦,61426元/m2,3套在售二手房
20190504,虹口,临平路,宝元小区,85956元/m2,1套在售二手房
20190504,虹口,临平路,临平路256弄,79766元/m2,1套在售二手房
20190504,虹口,临平路,天宝路945弄,61829元/m2,2套在售二手房
20190504,虹口,临平路,通州路404号,71289元/m2,0套在售二手房
20190504,虹口,临平路,飞虹路297号,暂无,0套在售二手房
20190504,虹口,临平路,物华路210号,暂无,0套在售二手房
20190504,虹口,临平路,天宝路65号,暂无,0套在售二手房
20190504,虹口,临平路,溧阳路683号,暂无,0套在售二手房
20190504,虹口,临平路,飞虹路163号,81646元/m2,0套在售二手房
20190504,虹口,临平路,物华路220号,暂无,0套在售二手房
20190504,虹口,临平路,周家嘴路741号,暂无,0套在售二手房
20190504,虹口,临平路,临平路80弄,54993元/m2,0套在售二手房
20190504,虹口,临平路,飞虹路187弄,暂无,0套在售二手房
20190504,虹口,临平路,临平路30弄,49574元/m2,0套在售二手房
20190504,虹口,临平路,临平路60弄,71910元/m2,0套在售二手房
20190504,虹口,临平路,大连路169号,暂无,0套在售二手房
20190504,虹口,临平路,高阳路654号,暂无,0套在售二手房
20190504,虹口,临平路,舟山路584号,暂无,0套在售二手房
20190504,虹口,临平路,天水路90号,暂无,0套在售二手房
20190504,虹口,临平路,飞虹路307号,暂无,0套在售二手房
20190504,虹口,临平路,飞虹路13号,暂无,0套在售二手房
20190504,虹口,临平路,物华路300号,暂无,0套在售二手房
20190504,虹口,临平路,天宝路812号,暂无,0套在售二手房
20190504,虹口,临平路,天宝路476号,暂无,0套在售二手房
20190504,虹口,临平路,胡家木桥路175-177号,暂无,0套在售二手房
20190504,虹口,临平路,海伦路55弄,暂无,0套在售二手房
20190504,虹口,临平路,四平路420号,暂无,0套在售二手房
20190504,虹口,临平路,临平北路5号,暂无,0套在售二手房
20190504,虹口,临平路,四平路190号,暂无,0套在售二手房
20190504,虹口,临平路,天宝路466弄17号,暂无,0套在售二手房
20190504,虹口,临平路,天镇路289号,暂无,0套在售二手房
20190504,虹口,临平路,梧州路199弄,暂无,0套在售二手房
20190504,虹口,临平路,盛业大厦,暂无,0套在售二手房
20190504,虹口,临平路,天宝路466弄8号,暂无,0套在售二手房
20190504,虹口,临平路,飘鹰世纪大厦,暂无,0套在售二手房
20190504,虹口,临平路,骏丰国际财富广场,暂无,0套在售二手房
20190504,虹口,临平路,物华路220号,暂无,0套在售二手房
20190504,虹口,临平路,物华路210号,暂无,0套在售二手房
20190504,虹口,临平路,海伦路178号,暂无,0套在售二手房
20190504,虹口,临平路,飞虹支路118号,暂无,0套在售二手房
