20190504,松江,松江老城,维罗纳贵都,34949元/m2,34套在售二手房
20190504,松江,松江老城,森林公馆乐莫苑,41347元/m2,9套在售二手房
20190504,松江,松江老城,月厦新天地,21357元/m2,19套在售二手房
20190504,松江,松江老城,金地艺境(松江),39814元/m2,15套在售二手房
20190504,松江,松江老城,荣乐小区,33203元/m2,30套在售二手房
20190504,松江,松江老城,新理想花园,34265元/m2,26套在售二手房
20190504,松江,松江老城,万科金色华亭,38173元/m2,11套在售二手房
20190504,松江,松江老城,华亭新家百合苑,35178元/m2,13套在售二手房
20190504,松江,松江老城,民乐小区,33657元/m2,17套在售二手房
20190504,松江,松江老城,高乐小区,31296元/m2,9套在售二手房
20190504,松江,松江老城,九峰小区,32740元/m2,13套在售二手房
20190504,松江,松江老城,凤凰小区,32580元/m2,10套在售二手房
20190504,松江,松江老城,北九峰小区,34642元/m2,4套在售二手房
20190504,松江,松江老城,蓝天新村,28684元/m2,20套在售二手房
20190504,松江,松江老城,华中公寓,28669元/m2,16套在售二手房
20190504,松江,松江老城,华亭新家银杏苑,34407元/m2,9套在售二手房
20190504,松江,松江老城,云间名门,37263元/m2,9套在售二手房
20190504,松江,松江老城,人乐一村,31331元/m2,4套在售二手房
20190504,松江,松江老城,嘉禾名邸,33673元/m2,0套在售二手房
20190504,松江,松江老城,三星苑,29866元/m2,26套在售二手房
20190504,松江,松江老城,华亭新家三辰苑,29988元/m2,12套在售二手房
20190504,松江,松江老城,人乐三村,29988元/m2,9套在售二手房
20190504,松江,松江老城,松江颐景园(公寓),38362元/m2,7套在售二手房
20190504,松江,松江老城,绿地凯旋宫(公寓),35820元/m2,5套在售二手房
20190504,松江,松江老城,白洋苑,29363元/m2,12套在售二手房
20190504,松江,松江老城,人乐二村,31270元/m2,2套在售二手房
20190504,松江,松江老城,河畔雅苑,34228元/m2,2套在售二手房
20190504,松江,松江老城,通波小区,30894元/m2,13套在售二手房
20190504,松江,松江老城,农房松江府,37589元/m2,7套在售二手房
20190504,松江,松江老城,松乐苑,30040元/m2,6套在售二手房
20190504,松江,松江老城,华亭荣园,35422元/m2,3套在售二手房
20190504,松江,松江老城,海尚名都,34289元/m2,7套在售二手房
20190504,松江,松江老城,人乐四村,31420元/m2,10套在售二手房
20190504,松江,松江老城,玉乐小区,31523元/m2,14套在售二手房
20190504,松江,松江老城,同济城市雅筑,38070元/m2,7套在售二手房
20190504,松江,松江老城,永丰苑,29371元/m2,0套在售二手房
20190504,松江,松江老城,月夏香樟林,31850元/m2,8套在售二手房
20190504,松江,松江老城,玉树南苑,30202元/m2,16套在售二手房
20190504,松江,松江老城,万科红人馆,21802元/m2,8套在售二手房
20190504,松江,松江老城,辰丰苑,32748元/m2,10套在售二手房
20190504,松江,松江老城,平安小区,28689元/m2,10套在售二手房
20190504,松江,松江老城,荣都公寓,29824元/m2,7套在售二手房
20190504,松江,松江老城,茸南苑,27715元/m2,15套在售二手房
20190504,松江,松江老城,兴日家园,31017元/m2,8套在售二手房
20190504,松江,松江老城,荣乐水岸,35313元/m2,9套在售二手房
20190504,松江,松江老城,花园浜小区,28100元/m2,18套在售二手房
20190504,松江,松江老城,松石苑,36554元/m2,5套在售二手房
20190504,松江,松江老城,龙湖锦宸公馆,39335元/m2,5套在售二手房
20190504,松江,松江老城,南龙潭苑,31768元/m2,4套在售二手房
20190504,松江,松江老城,汇民轩,36024元/m2,2套在售二手房
20190504,松江,松江老城,荣景苑(A区),31841元/m2,8套在售二手房
20190504,松江,松江老城,白云新村,33083元/m2,10套在售二手房
20190504,松江,松江老城,仓城七村,28169元/m2,6套在售二手房
20190504,松江,松江老城,方东小区,31280元/m2,6套在售二手房
20190504,松江,松江老城,凤凰新村,30505元/m2,3套在售二手房
20190504,松江,松江老城,方舟园四村,28832元/m2,8套在售二手房
20190504,松江,松江老城,新城水云间(东区),51945元/m2,1套在售二手房
20190504,松江,松江老城,天汇佳园,42592元/m2,3套在售二手房
20190504,松江,松江老城,谷水佳苑,28214元/m2,0套在售二手房
20190504,松江,松江老城,玉树公寓,29193元/m2,2套在售二手房
20190504,松江,松江老城,荣汇公寓,29865元/m2,4套在售二手房
20190504,松江,松江老城,荣欣苑,30215元/m2,3套在售二手房
20190504,松江,松江老城,谷北小区,31937元/m2,3套在售二手房
20190504,松江,松江老城,方舟园三村,32530元/m2,6套在售二手房
20190504,松江,松江老城,新城嘉苑,暂无,0套在售二手房
20190504,松江,松江老城,松汇小区,34737元/m2,2套在售二手房
20190504,松江,松江老城,北龙潭苑,31639元/m2,1套在售二手房
20190504,松江,松江老城,西新苑,31884元/m2,3套在售二手房
20190504,松江,松江老城,玉龙苑,31883元/m2,8套在售二手房
20190504,松江,松江老城,环城新村,29192元/m2,8套在售二手房
20190504,松江,松江老城,黑鱼弄小区,31557元/m2,4套在售二手房
20190504,松江,松江老城,谷水苑,35658元/m2,8套在售二手房
20190504,松江,松江老城,庐秀新苑,28571元/m2,0套在售二手房
20190504,松江,松江老城,西林小区,29918元/m2,6套在售二手房
20190504,松江,松江老城,松乐南苑,28712元/m2,1套在售二手房
20190504,松江,松江老城,市北祥腾麓源,63543元/m2,5套在售二手房
20190504,松江,松江老城,菜花泾小区,30430元/m2,2套在售二手房
20190504,松江,松江老城,松汇路47弄,33520元/m2,3套在售二手房
20190504,松江,松江老城,茸联苑,29093元/m2,11套在售二手房
