20190504,静安,江宁路,达安锦园,97909元/m2,19套在售二手房
20190504,静安,江宁路,静安枫景苑,114693元/m2,18套在售二手房
20190504,静安,江宁路,静安豪景苑,120245元/m2,17套在售二手房
20190504,静安,江宁路,静安晶华园,115338元/m2,12套在售二手房
20190504,静安,江宁路,静安凤凰苑,108268元/m2,4套在售二手房
20190504,静安,江宁路,天鼎花园,81849元/m2,9套在售二手房
20190504,静安,江宁路,康宁大楼,77231元/m2,3套在售二手房
20190504,静安,江宁路,向新新村,74898元/m2,9套在售二手房
20190504,静安,江宁路,君御豪庭,113166元/m2,8套在售二手房
20190504,静安,江宁路,句容小区,83287元/m2,14套在售二手房
20190504,静安,江宁路,又一村(静安),100257元/m2,33套在售二手房
20190504,静安,江宁路,宝城公寓,46227元/m2,1套在售二手房
20190504,静安,江宁路,德安大厦,73286元/m2,3套在售二手房
20190504,静安,江宁路,东海园,103317元/m2,7套在售二手房
20190504,静安,江宁路,康宁雅庭,91712元/m2,2套在售二手房
20190504,静安,江宁路,静安国际广场,82456元/m2,4套在售二手房
20190504,静安,江宁路,静安新格公寓,121658元/m2,10套在售二手房
20190504,静安,江宁路,达安河畔雅苑,86710元/m2,4套在售二手房
20190504,静安,江宁路,新丰小区,76792元/m2,15套在售二手房
20190504,静安,江宁路,南草坪花园(公寓),111068元/m2,6套在售二手房
20190504,静安,江宁路,静安兴海城,94367元/m2,5套在售二手房
20190504,静安,江宁路,贤居天下,114931元/m2,2套在售二手房
20190504,静安,江宁路,武定坊,86236元/m2,8套在售二手房
20190504,静安,江宁路,昌化路600弄,70894元/m2,4套在售二手房
20190504,静安,江宁路,培兴小区,73514元/m2,4套在售二手房
20190504,静安,江宁路,东安公寓,75149元/m2,3套在售二手房
20190504,静安,江宁路,丽致公寓,103189元/m2,2套在售二手房
20190504,静安,江宁路,静安鼎鑫佳园,64452元/m2,1套在售二手房
20190504,静安,江宁路,安西小区,77681元/m2,8套在售二手房
20190504,静安,江宁路,常德路948弄,81275元/m2,0套在售二手房
20190504,静安,江宁路,胶州教师公寓,71801元/m2,8套在售二手房
20190504,静安,江宁路,曼克顿豪庭,107287元/m2,8套在售二手房
20190504,静安,江宁路,康海大楼,87723元/m2,2套在售二手房
20190504,静安,江宁路,静安河滨花园,81273元/m2,12套在售二手房
20190504,静安,江宁路,胶州大厦,65112元/m2,4套在售二手房
20190504,静安,江宁路,九龙花苑,61488元/m2,6套在售二手房
20190504,静安,江宁路,一品名人居,70923元/m2,5套在售二手房
20190504,静安,江宁路,昌平路427-439号(单),77142元/m2,4套在售二手房
20190504,静安,江宁路,绿杨村,87416元/m2,6套在售二手房
20190504,静安,江宁路,华通大厦,42290元/m2,4套在售二手房
20190504,静安,江宁路,达安大厦,60867元/m2,5套在售二手房
20190504,静安,江宁路,武定路579号,78177元/m2,0套在售二手房
20190504,静安,江宁路,海防村,131071元/m2,9套在售二手房
20190504,静安,江宁路,银华苑(静安),85470元/m2,3套在售二手房
20190504,静安,江宁路,三乐新村,78249元/m2,3套在售二手房
20190504,静安,江宁路,陕西北路721弄,81057元/m2,3套在售二手房
20190504,静安,江宁路,康定路281号,75373元/m2,1套在售二手房
20190504,静安,江宁路,武定路530号,73655元/m2,1套在售二手房
20190504,静安,江宁路,海防路205号,81823元/m2,0套在售二手房
20190504,静安,江宁路,康定大楼(公寓),73939元/m2,2套在售二手房
20190504,静安,江宁路,华通公寓,67051元/m2,3套在售二手房
20190504,静安,江宁路,良清公寓,77611元/m2,5套在售二手房
20190504,静安,江宁路,胶州路274弄,109215元/m2,3套在售二手房
20190504,静安,江宁路,静安艺庭,67068元/m2,6套在售二手房
20190504,静安,江宁路,洪庆坊,79156元/m2,1套在售二手房
20190504,静安,江宁路,伯龙公寓,87768元/m2,1套在售二手房
20190504,静安,江宁路,众乐小区,95469元/m2,2套在售二手房
20190504,静安,江宁路,康定路411号,83692元/m2,0套在售二手房
20190504,静安,江宁路,新丰路366号,暂无,0套在售二手房
20190504,静安,江宁路,武定路603号,84375元/m2,0套在售二手房
20190504,静安,江宁路,胶州大厦,65112元/m2,4套在售二手房
20190504,静安,江宁路,伯龙公寓,87768元/m2,1套在售二手房
20190504,静安,江宁路,陕西北路721弄,81057元/m2,3套在售二手房
20190504,静安,江宁路,众立公寓,79791元/m2,3套在售二手房
20190504,静安,江宁路,宝城公寓,46227元/m2,1套在售二手房
20190504,静安,江宁路,华通大厦,42290元/m2,4套在售二手房
20190504,静安,江宁路,胶州路274弄,109215元/m2,3套在售二手房
20190504,静安,江宁路,康定路389号,83744元/m2,2套在售二手房
20190504,静安,江宁路,胶州路524弄,83193元/m2,1套在售二手房
20190504,静安,江宁路,武定路540弄,85546元/m2,1套在售二手房
20190504,静安,江宁路,常德路958弄,91306元/m2,2套在售二手房
20190504,静安,江宁路,新闸路1340弄,暂无,0套在售二手房
20190504,静安,江宁路,陕西北路729弄,90264元/m2,3套在售二手房
20190504,静安,江宁路,富容大厦,52284元/m2,1套在售二手房
20190504,静安,江宁路,昌平路427-439号(单),77142元/m2,4套在售二手房
20190504,静安,江宁路,武定路569号,73376元/m2,2套在售二手房
20190504,静安,江宁路,陕西北路643弄,100953元/m2,0套在售二手房
20190504,静安,江宁路,静安康鑫家园,102041元/m2,1套在售二手房
20190504,静安,江宁路,洪庆坊,79156元/m2,1套在售二手房
20190504,静安,江宁路,海防路559号,44247元/m2,0套在售二手房
20190504,静安,江宁路,康定路751弄,52854元/m2,0套在售二手房
20190504,静安,江宁路,老教师公寓,89787元/m2,0套在售二手房
20190504,静安,江宁路,陕西北路597弄,113970元/m2,0套在售二手房
20190504,静安,江宁路,恒德里,99762元/m2,0套在售二手房
20190504,静安,江宁路,康定路281号,75373元/m2,1套在售二手房
20190504,静安,江宁路,平安大厦,56734元/m2,0套在售二手房
20190504,静安,江宁路,内外联公寓,暂无,0套在售二手房
20190504,静安,江宁路,胶州路398弄,暂无,0套在售二手房
20190504,静安,江宁路,康定路710弄,81878元/m2,2套在售二手房
20190504,静安,江宁路,陕北苑,71093元/m2,0套在售二手房
20190504,静安,江宁路,西康路480号,暂无,0套在售二手房
20190504,静安,江宁路,西康路648号,暂无,0套在售二手房
20190504,静安,江宁路,西康路919号,暂无,0套在售二手房
20190504,静安,江宁路,康定路305号,暂无,0套在售二手房
20190504,静安,江宁路,康定路612号,暂无,0套在售二手房
20190504,静安,江宁路,康定路120号,暂无,0套在售二手房
20190504,静安,江宁路,陕西北路700号,暂无,0套在售二手房
20190504,静安,江宁路,陕西北路777号,暂无,0套在售二手房
20190504,静安,江宁路,江宁路815-818号,暂无,0套在售二手房
20190504,静安,江宁路,海防路538号,暂无,0套在售二手房
20190504,静安,江宁路,胶州路556号(商铺),暂无,0套在售二手房
20190504,静安,江宁路,江宁路534号,暂无,0套在售二手房
20190504,静安,江宁路,江宁路536号,暂无,0套在售二手房
20190504,静安,江宁路,昌平路532号,暂无,0套在售二手房
20190504,静安,江宁路,昌平路673号,暂无,0套在售二手房
20190504,静安,江宁路,常德路618弄21号,暂无,0套在售二手房
20190504,静安,江宁路,昌平路414号,暂无,0套在售二手房
20190504,静安,江宁路,昌平路427号(商铺),暂无,0套在售二手房
20190504,静安,江宁路,昌平路317号,暂无,0套在售二手房
20190504,静安,江宁路,昌平路789号,暂无,0套在售二手房
20190504,静安,江宁路,武定路982、984号,暂无,0套在售二手房
20190504,静安,江宁路,新闸路1250号,暂无,0套在售二手房
20190504,静安,江宁路,余姚路124号,暂无,0套在售二手房
20190504,静安,江宁路,余姚路10号,暂无,0套在售二手房
20190504,静安,江宁路,陕西北路824弄,暂无,0套在售二手房
20190504,静安,江宁路,群众商务楼,暂无,0套在售二手房
20190504,静安,江宁路,西康路686号,暂无,0套在售二手房
20190504,静安,江宁路,陕西北路927号,暂无,0套在售二手房
