20190504,黄浦,南京东路,人民广场、南京东路、苏州河畔全南两房户型，地段好,680万,中楼层(共18层)                                                    | 2002年建 |                                 2室1厅 | 79.97平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-b70bba13-857b-47d6-baba-025ba41726ff.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,外滩源+特色老建筑+咫尺外滩.南京路上步行街+配套完善,440万,低楼层(共20层)                                                2室1厅 | 58.84平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-a432047b-5667-4d63-8c65-1ea8dc889503.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,怡水豪庭 1室2厅 南,455万,中楼层(共29层)                                                1室2厅 | 75.93平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/c999cbff-6439-4858-9b29-d978561ce4a6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,南京东路高区江景房，全明全亮.,580万,高楼层(共21层)                                                    | 1992年建 |                                 2室1厅 | 70.56平米                                  | 东南,https://ke-image.ljcdn.com/310000-inspection/test-5f61b128-2904-4291-9090-b6b727777c3b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,中福大厦+低总价1房+车位可租+看房提前约+交通便利,200万,低楼层(共19层)                                                    | 2002年建 |                                 1室1厅 | 41.38平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/46b5cbbd-f23d-425a-8d17-b9d560dea16f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,天赐公寓 1室2厅 南,515万,高楼层(共19层)                                                    | 2000年建 |                                 1室2厅 | 88平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/b8092ada-a7b0-4eff-a73f-a9da9a75ce3e.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,南京东路在售一房，价格精美，低总价,260万,中楼层(共7层)                                                    | 1987年建 |                                 1室1厅 | 27.79平米                                  | 北,https://ke-image.ljcdn.com/310000-inspection/prod-1493b69b-9631-4eb2-96d7-49943c1fc67f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,中福城，南京东路，电梯两房房，底总价880万可谈,880万,低楼层(共19层)                                                    | 2002年建 |                                 2室1厅 | 98.06平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-7578316a-2d2e-4c34-a123-9257dc68303f.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,中福城总价低小户型，1房改两房,768万,高楼层(共16层)                                                    | 2002年建 |                                 2室2厅 | 70.12平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/30fb713c-839d-47a5-9337-271045ae2412.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,南京东路板块，苏州河沿线，带电梯，小高层，诚售！,285万,中楼层(共7层)                                                    | 1989年建 |                                 1室0厅 | 37平米                                  | 北,https://ke-image.ljcdn.com/shfdfs-image/20171118/fc7dd692-94f3-45c5-b592-b7244380ccc8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,南京东路,中福城三期 近人民广场  采光好 三轨交汇 方便看房,1380万,高楼层(共15层)                                                    | 2005年建 |                                 4室2厅 | 158.79平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a6b5b033-abd0-47de-b891-9f3de71dc06f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
