20190504,嘉定,新成路,业主诚心出售的，现在房子自住提前预约周末可看,630万,低楼层(共3层)                                                    | 2003年建 |                                 4室3厅 | 172.3平米,https://ke-image.ljcdn.com/shfdfs-image/20170930/aa5a8e33-2c19-4afb-a2d9-4185712289fb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,嘉星绿苑 2室2厅 南,220万,高楼层(共6层)                                                    | 1996年建 |                                 2室2厅 | 91.31平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-a2c62fab-0dbe-4a46-a2bb-a3fef06efe1c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,别墅小区 顶层大复式 总价低 带20平车库 看房随时,410万,高楼层(共4层)                                                    | 2002年建 |                                 3室2厅 | 157平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/1306d9e3-01fb-4528-b8cc-3f823fc547fb.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,急卖+满五+楼层好+采光充足+配套好+诚心卖诚心卖,245万,中楼层(共6层)                                                    | 1998年建 |                                 2室1厅 | 84平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-0f980368-eac1-4f7d-9561-4fdea48471b8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,150万还能谈买60平双南两房有钥匙总价低单价低厨卫全,142万,高楼层(共6层)                                                    | 1991年建 |                                 2室1厅 | 59.65平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-0cd40369-5bd6-4abb-98fc-db189577fa9b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,新成六坊 2室2厅 南,190万,高楼层(共6层)                                                    | 1997年建 |                                 2室2厅 | 81.28平米                                  | 南,https://ke-image.ljcdn.com/shfdfs-image/20170805/157b1996-d7d5-483c-9d24-64825d9b5b0a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,迎园新村十一坊 2室1厅 南,165万,中楼层(共6层)                                                    | 1993年建 |                                 2室1厅 | 59.65平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-163f1cb1-a7e1-4977-8c31-0271b8d8479c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,迎园四坊，户型正气，两房朝南，一梯四户，得房率高,149万,高楼层(共6层)                                                    | 1994年建 |                                 2室1厅 | 57.41平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-5bbbd794-7152-4983-9a93-2e5157de2098.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,满五唯一，价格可谈，嘉星小区，税费少，房型方正,198万,高楼层(共6层)                                                    | 1997年建 |                                 2室1厅 | 82.4平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-abcb4deb-5970-4970-9136-b7c11d234250.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,嘉珉 楼层好 视野开阔 配套设施齐全 交通便利拎包入住,208万,高楼层(共6层)                                                    | 1996年建 |                                 2室2厅 | 80.73平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/8bbb4749-60c6-427f-aaa5-5c7c233f241d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,嘉定,新成路,迎园三坊 2室1厅 南,165万,高楼层(共6层)                                                    | 1994年建 |                                 2室1厅 | 66.54平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-68f18eaf-be19-429a-beec-28e025ff0c0b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
