20190504,黄浦,董家渡,2011年房龄、带车位、满二税少、随时看房、地铁9号线,1080万,低楼层(共33层)                                                    | 2011年建 |                                 3室2厅 | 124平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-cdbe72b4-37ef-4402-8371-35c0f30c8f11.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,9号线小南门地铁口+诚意出售+采光无挡+全明户型,298万,中楼层(共7层)                                                    | 1990年建 |                                 1室1厅 | 42.61平米                                  | 西南,https://ke-image.ljcdn.com/310000-inspection/prod-6e28bcfa-0d44-4e93-9506-0aff8ac36018.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,二期精装三室  小区车位充足可买可租 满五 唯一,1078万,低楼层(共35层)                                                    | 2005年建 |                                 3室2厅 | 124.72平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-314254ed-3a33-420e-9946-43b2de4d11ee.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,董家渡金融城+4号线南浦大桥站+9号线小南门站+总价低,500万,中楼层(共32层)                                                    | 2001年建 |                                 3室2厅 | 114.13平米                                  | 南 西 北,https://ke-image.ljcdn.com/hdic-frame/742f28bb-5d53-49dc-9c03-e1a97efa305d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,带露台 满五唯一 看房方便 业主诚意出售,780万,低楼层(共18层)                                                    | 2002年建 |                                 2室2厅 | 96.71平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-892e5809-324e-46d1-9822-b97364babd2d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,三开间朝南，小区自带会所，房型方正，业主诚意出售。,768万,低楼层(共34层)                                                2室2厅 | 93.72平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-71fd3102-b176-423a-b81a-b50b8d964026.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,阳光翠竹苑 1室2厅 南,619万,中楼层(共33层)                                                    | 2004年建 |                                 1室2厅 | 68.82平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-f13c325f-3c2d-4d6a-878f-c57bed51c924.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,明日星城高区全南2房 满5年 视野采光好 看房方便,828万,高楼层(共34层)                                                    | 2002年建 |                                 2室2厅 | 92.76平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-b5c85213-e06b-4b46-ace1-5ebd8dc40ab7.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,房型正气，两开间朝南，采光充足，有露台，有钥匙,728万,低楼层(共9层)                                                    | 2003年建 |                                 2室1厅 | 75.98平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-dddcc6cb-1d61-4295-a0f0-ec4c64f2f34c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,2011年，带花园4房，2南2北，厅南北通，急售，有车位,1020万,低楼层(共33层)                                                    | 2011年建 |                                 4室2厅 | 136.46平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-5ec5c214-374a-48bb-bc75-23dd5a271341.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,黄浦,董家渡,高区视野好，采光充足、地铁300米、南北通、方便看,1108万,中楼层(共34层)                                                    | 2003年建 |                                 3室2厅 | 136.27平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-e810a257-e710-440c-93d8-8f9087b98959.png!m_fill,w_280,h_210,f_jpg?from=ke.com
