20190504,普陀,甘泉宜川,近新村路站.南北西边套户型采光通风好.看房联系维护人,268万,高楼层(共6层)                                                    | 1994年建 |                                 2室1厅 | 63.01平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-7b293706-812b-4eb8-b456-996a453bd49d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,南北大两房，满五唯一，交通便利，诚心出售，看房方便,265万,中楼层(共6层)                                                    | 1987年建 |                                 2室1厅 | 57.35平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-e08ae709-01e6-4d74-ba52-a47cd89c809a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,东边套全明 通风采光佳 近菜市场 配套成熟,220万,中楼层(共5层)                                                    | 1954年建 |                                 2室1厅 | 48.48平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-bb8772ef-5e92-460c-a488-d89b867f97bb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,此房满五唯一，小区中间位置视野开阔无遮挡，采光充足,155万,高楼层(共4层)                                                    | 1975年建 |                                 1室1厅 | 36.17平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/test-1a4aa1ee-4d2a-4527-96d8-e1f02a574d90.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,满二唯一，单价低，总价低，采光无遮挡，看房方便,160万,高楼层(共6层)                                                    | 1984年建 |                                 1室0厅 | 34.53平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-c4304f15-6062-49ed-b176-077c06549efc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,2002年小区 诚意出售 金三楼层 房型正气 产权清晰,509万,中楼层(共7层)                                                    | 2002年建 |                                 2室2厅 | 91.63平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-16612bb4-9351-4f90-a57b-2c2136b6389d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,1984年房龄，满五唯一，南北户型，交通方便，诚售,165万,高楼层(共6层)                                                    | 1984年建 |                                 1室0厅 | 34.17平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-5ccf2a12-7c0c-4c75-bb4d-722d82771652.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,满五唯一 朝南一室小户型总价低 小区环境佳 车位充足,152万,高楼层(共6层)                                                    | 1987年建 |                                 1室1厅 | 35平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-657250c2-0c69-4e05-93a4-31f70a931cad.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,售后公房 精装修 楼层好 交通便利,215万,中楼层(共6层)                                                    | 1988年建 |                                 2室1厅 | 45.68平米                                  | 东北,https://ke-image.ljcdn.com/310000-inspection/test-c18d8576-d7f2-4744-a2a7-c82345362c37.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,普陀,甘泉宜川,满五唯一，品质小区，户型好，交通便利，业主诚意,198万,中楼层(共7层)                                                    | 1991年建 |                                 1室1厅 | 46.11平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-51901b04-c36e-4352-9343-2d2491c7533d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
