20190504,松江,新桥,万宇阳光苑 双南全明户型 小区中间位置 满五唯一,249万,中楼层(共18层)                                                    | 2009年建 |                                 2室1厅 | 83.29平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-c804899a-a8a9-4e6b-8ed5-b4e92b704edb.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,业主置换，已看好房子，诚意出售；满五年唯一，税费少,145万,低楼层(共14层)                                                    | 2011年建 |                                 1室1厅 | 44平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-2b286c79-41d3-421e-b5df-d595002405e1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,丨沿河景观丨双南户型丨装修清新丨诚 售丨方便看房丨,213万,低楼层(共18层)                                                    | 2007年建 |                                 2室1厅 | 74.02平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-45948393-0001-4076-a838-74365f1b9c1b.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,一手动迁 无增值税大三房 附带90平阁楼 看房随时可以,205万,高楼层(共6层)                                                    | 2004年建 |                                 3室2厅 | 110平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/b2cb5f4a-0469-43e3-8684-2bea3caef15b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,满五唯一，税费少，一改二房，可拎包入住！,175万,低楼层(共17层)                                                    | 2009年建 |                                 2室1厅 | 63.68平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-101e3035-d8ba-4411-b9b2-3ced2de19b36.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,二楼，低楼层 出入方便 户型正气 东边套 视野开阔！,126万,低楼层(共6层)                                                    | 2008年建 |                                 1室1厅 | 54.51平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/11c2baad-90a5-4cf7-a90c-c23ebd924370.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,二房改三房，业主自住，保养好，楼层好，诚意出售！,185万,高楼层(共6层)                                                    | 2008年建 |                                 2室1厅 | 90.93平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-e7d70584-705a-423d-89a2-cc1035219484.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,丨三房户型丨户型方正丨诚意出售丨看房方便丨近期卖丨,215万,高楼层(共6层)                                                    | 2008年建 |                                 3室1厅 | 115.98平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-9a8c5edf-36b1-44f8-98fc-7daa1656bd55.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,满五唯一税费少。一房改好两房适合刚需,173万,中楼层(共17层)                                                    | 2009年建 |                                 1室1厅 | 63.68平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-090e74f2-9953-4bd6-af44-681fc63390a6.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,新桥,南北与通透格局，楼层好，视野宽阔。采光充足,155万,中楼层(共11层)                                                    | 2006年建 |                                 2室1厅 | 52.9平米                                  | 西,https://ke-image.ljcdn.com/310000-inspection/91fe24b7-783d-462a-862a-e972c77c954b.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
