20190504,松江,叶榭,新源人家 2室1厅 南 北,146万,高楼层(共6层)                                                    | 2013年建 |                                 2室1厅 | 81.28平米                                  | 南 北,https://ke-image.ljcdn.com/310000-inspection/prod-51543dbe-e839-4496-9079-aaecaa52be97.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20190504,松江,叶榭,新源人家 2室2厅 南,160万,中楼层(共6层)                                                    | 2013年建 |                                 2室2厅 | 79.92平米                                  | 南,https://ke-image.ljcdn.com/310000-inspection/prod-7148dfd6-a16c-4dd1-9e2a-7163470c6c5d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
